"start","end","attributes_robin","attributes_ncbi"
3335,3683,"Beaba1|1","BBA_00001"
596480,597765,"Beaba1|4524","BBA_04524"
600015,601287,"Beaba1|4525","BBA_04525"
602983,604260,"Beaba1|4526","BBA_04526"
604711,605874,"Beaba1|4527","BBA_04527"
606682,608200,"Beaba1|4528","BBA_04528"
608830,611275,"Beaba1|4529","BBA_04529"
612576,615880,"Beaba1|4530","BBA_04530"
616725,618560,"Beaba1|4531","BBA_04531"
619098,621375,"Beaba1|4532","BBA_04532"
622658,624844,"Beaba1|4533","BBA_04533"
625194,626387,"Beaba1|4534","BBA_04534"
627225,629096,"Beaba1|4535","BBA_04535"
629437,631709,"Beaba1|4536","BBA_04536"
632920,634033,"Beaba1|4537","BBA_04537"
634185,635532,"Beaba1|4538","BBA_04538"
636424,637485,"Beaba1|4539","BBA_04539"
638139,639081,"Beaba1|4540","BBA_04540"
641984,644470,"Beaba1|4541","BBA_04541"
645259,646689,"Beaba1|4542","BBA_04542"
647176,649218,"Beaba1|4543","BBA_04543"
649871,651010,"Beaba1|4544","BBA_04544"
651665,653644,"Beaba1|4545","BBA_04545"
653894,655068,"Beaba1|4546","BBA_04546"
655387,656252,"Beaba1|4547","BBA_04547"
656659,659007,"Beaba1|4548","BBA_04548"
659318,659848,"Beaba1|4549","BBA_04549"
661771,664014,"Beaba1|4550","BBA_04550"
669361,670669,"Beaba1|4551","BBA_04551"
670968,672121,"Beaba1|4552","BBA_04552"
674940,676479,"Beaba1|4553","BBA_04553"
676810,678295,"Beaba1|4554","BBA_04554"
678411,678949,"Beaba1|4555","BBA_04555"
680980,682233,"Beaba1|4556","BBA_04556"
682522,684977,"Beaba1|4557","BBA_04557"
685609,686230,"Beaba1|4558","BBA_04558"
686968,687767,"Beaba1|4559","BBA_04559"
689299,690367,"Beaba1|4560","BBA_04560"
691840,692688,"Beaba1|4561","BBA_04561"
693164,693898,"Beaba1|4562","BBA_04562"
694083,695474,"Beaba1|4563","BBA_04563"
696099,696714,"Beaba1|4564","BBA_04564"
702014,702802,"Beaba1|4565","BBA_04565"
703748,705383,"Beaba1|4566","BBA_04566"
707464,708665,"Beaba1|4567","BBA_04567"
709791,711716,"Beaba1|4568","BBA_04568"
716005,718211,"Beaba1|4569","BBA_04569"
720341,722306,"Beaba1|4570","BBA_04570"
722929,724422,"Beaba1|4571","BBA_04571"
725354,726931,"Beaba1|4572","BBA_04572"
727347,728854,"Beaba1|4573","BBA_04573"
732751,735204,"Beaba1|4574","BBA_04574"
736181,737464,"Beaba1|4575","BBA_04575"
740118,742141,"Beaba1|4576","BBA_04576"
743909,744932,"Beaba1|4577","BBA_04577"
745218,747650,"Beaba1|4578","BBA_04578"
748035,749563,"Beaba1|4579","BBA_04579"
749935,752469,"Beaba1|4580","BBA_04580"
753174,753755,"Beaba1|4581","BBA_04581"
754432,757461,"Beaba1|4582","BBA_04582"
759868,761526,"Beaba1|4583","BBA_04583"
764981,767459,"Beaba1|4584","BBA_04584"
771041,773725,"Beaba1|4585","BBA_04585"
774462,779373,"Beaba1|4586","BBA_04586"
779637,780173,"Beaba1|4587","BBA_04587"
781697,782239,"Beaba1|4588","BBA_04588"
782430,783113,"Beaba1|4589","BBA_04589"
783399,785420,"Beaba1|4590","BBA_04590"
787113,790809,"Beaba1|4591","BBA_04591"
791963,793468,"Beaba1|4592","BBA_04592"
794233,797305,"Beaba1|4593","BBA_04593"
802974,804632,"Beaba1|4594","BBA_04594"
806282,807622,"Beaba1|4595","BBA_04595"
809332,809920,"Beaba1|4596","BBA_04596"
810483,812716,"Beaba1|4597","BBA_04597"
813948,815582,"Beaba1|4598","BBA_04598"
815960,817099,"Beaba1|4599","BBA_04599"
817349,818377,"Beaba1|4600","BBA_04600"
821043,822798,"Beaba1|4601","BBA_04601"
823014,824161,"Beaba1|4602","BBA_04602"
825826,828088,"Beaba1|4603","BBA_04603"
829947,831244,"Beaba1|4604","BBA_04604"
832266,832916,"Beaba1|4605","BBA_04605"
848849,849300,"Beaba1|4606","BBA_04606"
856405,858256,"Beaba1|4607","BBA_04607"
859085,860223,"Beaba1|4608","BBA_04608"
863342,864082,"Beaba1|4609","BBA_04609"
864348,865508,"Beaba1|4610","BBA_04610"
865825,867237,"Beaba1|4611","BBA_04611"
867751,869850,"Beaba1|4612","BBA_04612"
870355,871221,"Beaba1|4613","BBA_04613"
871940,872839,"Beaba1|4614","BBA_04614"
874872,875405,"Beaba1|4615","BBA_04615"
878153,881117,"Beaba1|4616","BBA_04616"
884239,885624,"Beaba1|4617","BBA_04617"
885975,887975,"Beaba1|4618","BBA_04618"
889841,891553,"Beaba1|4619","BBA_04619"
892713,893297,"Beaba1|4620","BBA_04620"
894378,895400,"Beaba1|4621","BBA_04621"
896696,897512,"Beaba1|4622","BBA_04622"
897988,898472,"Beaba1|4623","BBA_04623"
899019,901868,"Beaba1|4624","BBA_04624"
903487,904371,"Beaba1|4625","BBA_04625"
904848,906730,"Beaba1|4626","BBA_04626"
907979,909089,"Beaba1|4627","BBA_04627"
911989,915932,"Beaba1|4628","BBA_04628"
918081,921051,"Beaba1|4629","BBA_04629"
921525,923093,"Beaba1|4630","BBA_04630"
926386,929722,"Beaba1|4631","BBA_04631"
931045,932997,"Beaba1|4632","BBA_04632"
933407,934508,"Beaba1|4633","BBA_04633"
936128,937801,"Beaba1|4634","BBA_04634"
937970,939853,"Beaba1|4635","BBA_04635"
941027,943353,"Beaba1|4636","BBA_04636"
944595,945189,"Beaba1|4637","BBA_04637"
948875,950176,"Beaba1|4638","BBA_04638"
951510,953174,"Beaba1|4639","BBA_04639"
956800,958203,"Beaba1|4640","BBA_04640"
962527,965597,"Beaba1|4641","BBA_04641"
967219,967728,"Beaba1|4642","BBA_04642"
970469,973053,"Beaba1|4643","BBA_04643"
973925,976455,"Beaba1|4644","BBA_04644"
413,1629,"Beaba1|4645","BBA_04645"
2011,3807,"Beaba1|4646","BBA_04646"
4734,6380,"Beaba1|4647","BBA_04647"
7761,9409,"Beaba1|4648","BBA_04648"
9440,11217,"Beaba1|4649","BBA_04649"
11284,18390,"Beaba1|4650","BBA_04650"
21644,23329,"Beaba1|4651","BBA_04651"
23888,26026,"Beaba1|4652","BBA_04652"
27295,28183,"Beaba1|4653","BBA_04653"
28589,29884,"Beaba1|4654","BBA_04654"
31484,31988,"Beaba1|4655","BBA_04655"
33682,34185,"Beaba1|4656","BBA_04656"
34992,35465,"Beaba1|4657","BBA_04657"
35918,37368,"Beaba1|4658","BBA_04658"
37668,38993,"Beaba1|4659","BBA_04659"
39207,39882,"Beaba1|4660","BBA_04660"
42070,42723,"Beaba1|4661","BBA_04661"
43191,45666,"Beaba1|4662","BBA_04662"
46578,48434,"Beaba1|4663","BBA_04663"
49707,51007,"Beaba1|4664","BBA_04664"
51569,53037,"Beaba1|4665","BBA_04665"
54642,55471,"Beaba1|4666","BBA_04666"
56242,59123,"Beaba1|4667","BBA_04667"
61549,61992,"Beaba1|4668","BBA_04668"
62871,64551,"Beaba1|4669","BBA_04669"
67478,68801,"Beaba1|4670","BBA_04670"
70622,71473,"Beaba1|4671","BBA_04671"
77660,77941,"Beaba1|4672","BBA_04672"
78172,79077,"Beaba1|4673","BBA_04673"
79842,81362,"Beaba1|4674","BBA_04674"
81717,82356,"Beaba1|4675","BBA_04675"
83525,85986,"Beaba1|4676","BBA_04676"
86698,87907,"Beaba1|4677","BBA_04677"
90261,91437,"Beaba1|4678","BBA_04678"
93466,97516,"Beaba1|4679","BBA_04679"
97572,99357,"Beaba1|4680","BBA_04680"
100663,101532,"Beaba1|4681","BBA_04681"
101728,102955,"Beaba1|4682","BBA_04682"
103788,105386,"Beaba1|4683","BBA_04683"
106334,108076,"Beaba1|4684","BBA_04684"
108684,109966,"Beaba1|4685","BBA_04685"
110659,113488,"Beaba1|4686","BBA_04686"
119612,123687,"Beaba1|4687","BBA_04687"
124330,125873,"Beaba1|4688","BBA_04688"
132200,133417,"Beaba1|4689","BBA_04689"
135701,139342,"Beaba1|4690","BBA_04690"
140648,141519,"Beaba1|4691","BBA_04691"
143368,145625,"Beaba1|4692","BBA_04692"
146006,147016,"Beaba1|4693","BBA_04693"
147763,148722,"Beaba1|4694","BBA_04694"
149062,150021,"Beaba1|4695","BBA_04695"
150889,151965,"Beaba1|4696","BBA_04696"
152460,152912,"Beaba1|4697","BBA_04697"
154243,156234,"Beaba1|4698","BBA_04698"
161647,162666,"Beaba1|4699","BBA_04699"
165295,165933,"Beaba1|4700","BBA_04700"
167545,168328,"Beaba1|4701","BBA_04701"
169013,171216,"Beaba1|4702","BBA_04702"
171272,171922,"Beaba1|4703","BBA_04703"
171971,173424,"Beaba1|4704","BBA_04704"
174987,177051,"Beaba1|4705","BBA_04705"
177947,179962,"Beaba1|4706","BBA_04706"
181825,182507,"Beaba1|4707","BBA_04707"
183117,185378,"Beaba1|4708","BBA_04708"
187316,188388,"Beaba1|4709","BBA_04709"
191404,191879,"Beaba1|4710","BBA_04710"
194232,196527,"Beaba1|4711","BBA_04711"
198301,209031,"Beaba1|4712","BBA_04712"
217308,219474,"Beaba1|4713","BBA_04713"
220936,223059,"Beaba1|4714","BBA_04714"
223568,224814,"Beaba1|4715","BBA_04715"
226101,230907,"Beaba1|4716","BBA_04716"
231939,232976,"Beaba1|4717","BBA_04717"
235487,235871,"Beaba1|4718","BBA_04718"
237137,237793,"Beaba1|4719","BBA_04719"
239461,239772,"Beaba1|4720","BBA_04720"
241888,243311,"Beaba1|4721","BBA_04721"
244479,245490,"Beaba1|4722","BBA_04722"
247471,247896,"Beaba1|4723","BBA_04723"
255031,255360,"Beaba1|4724","BBA_04724"
260902,262661,"Beaba1|4725","BBA_04725"
265245,266515,"Beaba1|4726","BBA_04726"
268017,269035,"Beaba1|4727","BBA_04727"
285231,287448,"Beaba1|4728","BBA_04728"
290199,292277,"Beaba1|4729","BBA_04729"
298885,302039,"Beaba1|4730","BBA_04730"
303552,305223,"Beaba1|4731","BBA_04731"
305584,306721,"Beaba1|4732","BBA_04732"
307366,307739,"Beaba1|4733","BBA_04733"
307981,309734,"Beaba1|4734","BBA_04734"
310851,312011,"Beaba1|4735","BBA_04735"
312621,313130,"Beaba1|4736","BBA_04736"
313367,315639,"Beaba1|4737","BBA_04737"
316497,318446,"Beaba1|4738","BBA_04738"
319382,323635,"Beaba1|4739","BBA_04739"
324503,326299,"Beaba1|4740","BBA_04740"
327110,329854,"Beaba1|4741","BBA_04741"
331602,333352,"Beaba1|4742","BBA_04742"
335026,336166,"Beaba1|4743","BBA_04743"
337095,338220,"Beaba1|4744","BBA_04744"
338607,340205,"Beaba1|4745","BBA_04745"
342576,344235,"Beaba1|4746","BBA_04746"
344477,347296,"Beaba1|4747","BBA_04747"
347886,349245,"Beaba1|4748","BBA_04748"
350018,351805,"Beaba1|4749","BBA_04749"
354395,358254,"Beaba1|4750","BBA_04750"
359177,361531,"Beaba1|4751","BBA_04751"
363183,364474,"Beaba1|4752","BBA_04752"
365011,366984,"Beaba1|4753","BBA_04753"
371258,371644,"Beaba1|4754","BBA_04754"
372242,372868,"Beaba1|4755","BBA_04755"
373854,375316,"Beaba1|4756","BBA_04756"
375633,377573,"Beaba1|4757","BBA_04757"
378048,379174,"Beaba1|4758","BBA_04758"
379297,380365,"Beaba1|4759","BBA_04759"
381927,383997,"Beaba1|4760","BBA_04760"
385071,386489,"Beaba1|4761","BBA_04761"
386828,388030,"Beaba1|4762","BBA_04762"
388953,389744,"Beaba1|4763","BBA_04763"
394453,396219,"Beaba1|4764","BBA_04764"
397874,399279,"Beaba1|4765","BBA_04765"
400219,401370,"Beaba1|4766","BBA_04766"
401705,403677,"Beaba1|4767","BBA_04767"
406615,408516,"Beaba1|4768","BBA_04768"
409367,410627,"Beaba1|4769","BBA_04769"
416633,420892,"Beaba1|4770","BBA_04770"
421676,423473,"Beaba1|4771","BBA_04771"
424278,425852,"Beaba1|4772","BBA_04772"
426067,428933,"Beaba1|4773","BBA_04773"
429924,430785,"Beaba1|4774","BBA_04774"
432252,433219,"Beaba1|4775","BBA_04775"
435457,436390,"Beaba1|4776","BBA_04776"
436692,437641,"Beaba1|4777","BBA_04777"
441241,444534,"Beaba1|4778","BBA_04778"
445042,446454,"Beaba1|4779","BBA_04779"
449667,450407,"Beaba1|4780","BBA_04780"
451757,452999,"Beaba1|4781","BBA_04781"
454251,455394,"Beaba1|4782","BBA_04782"
458940,463058,"Beaba1|4783","BBA_04783"
465300,467068,"Beaba1|4784","BBA_04784"
469184,471103,"Beaba1|4785","BBA_04785"
471866,473533,"Beaba1|4786","BBA_04786"
474518,476333,"Beaba1|4787","BBA_04787"
478859,480472,"Beaba1|4788","BBA_04788"
481566,482249,"Beaba1|4789","BBA_04789"
482408,486630,"Beaba1|4790","BBA_04790"
488195,488839,"Beaba1|4791","BBA_04791"
489154,489834,"Beaba1|4792","BBA_04792"
491773,492826,"Beaba1|4793","BBA_04793"
495100,496467,"Beaba1|4794","BBA_04794"
501521,504709,"Beaba1|4795","BBA_04795"
505624,506524,"Beaba1|4796","BBA_04796"
506988,507827,"Beaba1|4797","BBA_04797"
509661,510284,"Beaba1|4798","BBA_04798"
511123,512931,"Beaba1|4799","BBA_04799"
516664,517407,"Beaba1|4800","BBA_04800"
517794,518264,"Beaba1|4801","BBA_04801"
519498,520254,"Beaba1|4802","BBA_04802"
522304,523398,"Beaba1|4803","BBA_04803"
524496,526270,"Beaba1|4804","BBA_04804"
528715,531171,"Beaba1|4805","BBA_04805"
532595,534031,"Beaba1|4806","BBA_04806"
540288,542045,"Beaba1|4807","BBA_04807"
543983,546726,"Beaba1|4808","BBA_04808"
554749,555574,"Beaba1|4809","BBA_04809"
556185,558143,"Beaba1|4810","BBA_04810"
558531,559637,"Beaba1|4811","BBA_04811"
560863,562613,"Beaba1|4812","BBA_04812"
565052,566860,"Beaba1|4813","BBA_04813"
568176,569806,"Beaba1|4814","BBA_04814"
570432,571298,"Beaba1|4815","BBA_04815"
572472,574378,"Beaba1|4816","BBA_04816"
574544,575278,"Beaba1|4817","BBA_04817"
575553,576768,"Beaba1|4818","BBA_04818"
577194,577832,"Beaba1|4819","BBA_04819"
578092,581038,"Beaba1|4820","BBA_04820"
581296,585117,"Beaba1|4821","BBA_04821"
586228,588606,"Beaba1|4822","BBA_04822"
589538,590806,"Beaba1|4823","BBA_04823"
595296,597590,"Beaba1|4824","BBA_04824"
598424,599397,"Beaba1|4825","BBA_04825"
600473,602169,"Beaba1|4826","BBA_04826"
604188,614168,"Beaba1|4827","BBA_04827"
615244,617285,"Beaba1|4828","BBA_04828"
617516,619018,"Beaba1|4829","BBA_04829"
622203,623469,"Beaba1|4830","BBA_04830"
624287,625909,"Beaba1|4831","BBA_04831"
626828,628645,"Beaba1|4832","BBA_04832"
629754,632207,"Beaba1|4833","BBA_04833"
633708,634259,"Beaba1|4834","BBA_04834"
634658,635149,"Beaba1|4835","BBA_04835"
636789,639780,"Beaba1|4836","BBA_04836"
641047,643826,"Beaba1|4837","BBA_04837"
647296,648787,"Beaba1|4838","BBA_04838"
649704,651989,"Beaba1|4839","BBA_04839"
652428,654213,"Beaba1|4840","BBA_04840"
654738,655751,"Beaba1|4841","BBA_04841"
656238,657251,"Beaba1|4842","BBA_04842"
659565,662180,"Beaba1|4843","BBA_04843"
662580,664927,"Beaba1|4844","BBA_04844"
671210,672334,"Beaba1|4845","BBA_04845"
679860,681166,"Beaba1|4846","BBA_04846"
681448,682671,"Beaba1|4847","BBA_04847"
684120,685160,"Beaba1|4848","BBA_04848"
687476,688862,"Beaba1|4849","BBA_04849"
690856,693324,"Beaba1|4850","BBA_04850"
693761,695887,"Beaba1|4851","BBA_04851"
697514,701490,"Beaba1|4852","BBA_04852"
702596,705169,"Beaba1|4853","BBA_04853"
706369,707879,"Beaba1|4854","BBA_04854"
716462,718504,"Beaba1|4855","BBA_04855"
719513,720651,"Beaba1|4856","BBA_04856"
721757,724917,"Beaba1|4857","BBA_04857"
725918,727134,"Beaba1|4858","BBA_04858"
727403,728050,"Beaba1|4859","BBA_04859"
730396,732151,"Beaba1|4860","BBA_04860"
732640,733332,"Beaba1|4861","BBA_04861"
733988,735913,"Beaba1|4862","BBA_04862"
736900,737356,"Beaba1|4863","BBA_04863"
737759,740326,"Beaba1|4864","BBA_04864"
740610,741254,"Beaba1|4865","BBA_04865"
744811,746283,"Beaba1|4866","BBA_04866"
754252,754602,"Beaba1|4867","BBA_04867"
766391,767412,"Beaba1|4868","BBA_04868"
768211,768536,"Beaba1|4869","BBA_04869"
768891,770160,"Beaba1|4870","BBA_04870"
770619,774386,"Beaba1|4871","BBA_04871"
775615,779178,"Beaba1|4872","BBA_04872"
780513,782600,"Beaba1|4873","BBA_04873"
783343,784584,"Beaba1|4874","BBA_04874"
785280,789132,"Beaba1|4875","BBA_04875"
789767,790770,"Beaba1|4876","BBA_04876"
792559,793716,"Beaba1|4877","BBA_04877"
796282,798323,"Beaba1|4878","BBA_04878"
799234,801541,"Beaba1|4879","BBA_04879"
805436,808064,"Beaba1|4880","BBA_04880"
808460,809744,"Beaba1|4881","BBA_04881"
812092,813781,"Beaba1|4882","BBA_04882"
814853,816487,"Beaba1|4883","BBA_04883"
818018,819335,"Beaba1|4884","BBA_04884"
820174,822347,"Beaba1|4885","BBA_04885"
823866,824978,"Beaba1|4886","BBA_04886"
825736,826657,"Beaba1|4887","BBA_04887"
831587,832902,"Beaba1|4888","BBA_04888"
833852,836565,"Beaba1|4889","BBA_04889"
837313,838590,"Beaba1|4890","BBA_04890"
839784,841011,"Beaba1|4891","BBA_04891"
841573,842861,"Beaba1|4892","BBA_04892"
844041,844404,"Beaba1|4893","BBA_04893"
847126,847768,"Beaba1|4894","BBA_04894"
849254,849830,"Beaba1|4895","BBA_04895"
852249,854185,"Beaba1|4896","BBA_04896"
855160,856586,"Beaba1|4897","BBA_04897"
858271,859569,"Beaba1|4898","BBA_04898"
862659,866087,"Beaba1|4899","BBA_04899"
868959,870444,"Beaba1|4900","BBA_04900"
779,2408,"Beaba1|4901","BBA_04901"
2906,5432,"Beaba1|4902","BBA_04902"
8146,8934,"Beaba1|4903","BBA_04903"
12147,12634,"Beaba1|4904","BBA_04904"
13217,14254,"Beaba1|4905","BBA_04905"
15423,16488,"Beaba1|4906","BBA_04906"
17248,17931,"Beaba1|4907","BBA_04907"
18855,20516,"Beaba1|4908","BBA_04908"
21808,23247,"Beaba1|4909","BBA_04909"
23782,24145,"Beaba1|4910","BBA_04910"
26053,28635,"Beaba1|4911","BBA_04911"
29326,30384,"Beaba1|4912","BBA_04912"
30859,31725,"Beaba1|4913","BBA_04913"
34677,36224,"Beaba1|4914","BBA_04914"
37133,39679,"Beaba1|4915","BBA_04915"
40417,42211,"Beaba1|4916","BBA_04916"
43954,44920,"Beaba1|4917","BBA_04917"
45255,47819,"Beaba1|4918","BBA_04918"
48343,53252,"Beaba1|4919","BBA_04919"
53836,55614,"Beaba1|4920","BBA_04920"
57132,58744,"Beaba1|4921","BBA_04921"
59457,62866,"Beaba1|4922","BBA_04922"
64264,65501,"Beaba1|4923","BBA_04923"
65676,66782,"Beaba1|4924","BBA_04924"
72077,74911,"Beaba1|4925","BBA_04925"
75718,77361,"Beaba1|4926","BBA_04926"
78234,79205,"Beaba1|4927","BBA_04927"
81035,82483,"Beaba1|4928","BBA_04928"
82929,85976,"Beaba1|4929","BBA_04929"
88323,91234,"Beaba1|4930","BBA_04930"
91966,92735,"Beaba1|4931","BBA_04931"
93513,94902,"Beaba1|4932","BBA_04932"
96735,97546,"Beaba1|4933","BBA_04933"
100712,101550,"Beaba1|4934","BBA_04934"
103566,103796,"Beaba1|4935","BBA_04935"
104222,108276,"Beaba1|4936","BBA_04936"
110104,113293,"Beaba1|4937","BBA_04937"
113431,113994,"Beaba1|4938","BBA_04938"
114381,115453,"Beaba1|4939","BBA_04939"
115904,117362,"Beaba1|4940","BBA_04940"
118756,124650,"Beaba1|4941","BBA_04941"
125176,126489,"Beaba1|4942","BBA_04942"
127156,128498,"Beaba1|4943","BBA_04943"
129474,131324,"Beaba1|4944","BBA_04944"
131768,136923,"Beaba1|4945","BBA_04945"
141365,142825,"Beaba1|4946","BBA_04946"
143603,145351,"Beaba1|4947","BBA_04947"
145853,146569,"Beaba1|4948","BBA_04948"
147165,147620,"Beaba1|4949","BBA_04949"
149288,152182,"Beaba1|4950","BBA_04950"
155046,156173,"Beaba1|4951","BBA_04951"
157219,158364,"Beaba1|4952","BBA_04952"
163424,165906,"Beaba1|4953","BBA_04953"
166795,169229,"Beaba1|4954","BBA_04954"
170132,171579,"Beaba1|4955","BBA_04955"
173451,174410,"Beaba1|4956","BBA_04956"
177976,181504,"Beaba1|4957","BBA_04957"
195041,196604,"Beaba1|4958","BBA_04958"
205731,207908,"Beaba1|4959","BBA_04959"
222096,223007,"Beaba1|4960","BBA_04960"
223336,225877,"Beaba1|4961","BBA_04961"
227189,229293,"Beaba1|4962","BBA_04962"
231929,232200,"Beaba1|4963","BBA_04963"
233463,234554,"Beaba1|4964","BBA_04964"
235851,236630,"Beaba1|4965","BBA_04965"
240221,241378,"Beaba1|4966","BBA_04966"
241994,243490,"Beaba1|4967","BBA_04967"
247490,248002,"Beaba1|4968","BBA_04968"
249539,250061,"Beaba1|4969","BBA_04969"
250836,252635,"Beaba1|4970","BBA_04970"
253002,253424,"Beaba1|4971","BBA_04971"
254184,256122,"Beaba1|4972","BBA_04972"
258388,259895,"Beaba1|4973","BBA_04973"
260621,262106,"Beaba1|4974","BBA_04974"
262970,266293,"Beaba1|4975","BBA_04975"
268441,269703,"Beaba1|4976","BBA_04976"
269893,272629,"Beaba1|4977","BBA_04977"
273681,275429,"Beaba1|4978","BBA_04978"
276639,276983,"Beaba1|4979","BBA_04979"
277443,279033,"Beaba1|4980","BBA_04980"
280369,282069,"Beaba1|4981","BBA_04981"
283102,285051,"Beaba1|4982","BBA_04982"
285485,288064,"Beaba1|4983","BBA_04983"
289237,290398,"Beaba1|4984","BBA_04984"
291152,292980,"Beaba1|4985","BBA_04985"
293870,296444,"Beaba1|4986","BBA_04986"
297005,298150,"Beaba1|4987","BBA_04987"
298993,300954,"Beaba1|4988","BBA_04988"
302575,303048,"Beaba1|4989","BBA_04989"
303811,305291,"Beaba1|4990","BBA_04990"
306968,308140,"Beaba1|4991","BBA_04991"
310297,311017,"Beaba1|4992","BBA_04992"
313181,314689,"Beaba1|4993","BBA_04993"
314865,316215,"Beaba1|4994","BBA_04994"
318830,321669,"Beaba1|4995","BBA_04995"
325718,326041,"Beaba1|4996","BBA_04996"
331474,332642,"Beaba1|4997","BBA_04997"
333418,334652,"Beaba1|4998","BBA_04998"
339069,340773,"Beaba1|4999","BBA_04999"
341302,342919,"Beaba1|5000","BBA_05000"
344725,345588,"Beaba1|5001","BBA_05001"
346291,348708,"Beaba1|5002","BBA_05002"
349139,349906,"Beaba1|5003","BBA_05003"
350911,352154,"Beaba1|5004","BBA_05004"
354462,355504,"Beaba1|5005","BBA_05005"
355871,357889,"Beaba1|5006","BBA_05006"
361968,363536,"Beaba1|5007","BBA_05007"
364100,365272,"Beaba1|5008","BBA_05008"
367478,368852,"Beaba1|5009","BBA_05009"
369397,372312,"Beaba1|5010","BBA_05010"
372697,374414,"Beaba1|5011","BBA_05011"
375781,376420,"Beaba1|5012","BBA_05012"
376710,381055,"Beaba1|5013","BBA_05013"
382273,384970,"Beaba1|5014","BBA_05014"
387805,392453,"Beaba1|5015","BBA_05015"
394530,395878,"Beaba1|5016","BBA_05016"
396828,398761,"Beaba1|5017","BBA_05017"
399492,401021,"Beaba1|5018","BBA_05018"
403736,405373,"Beaba1|5019","BBA_05019"
405871,420544,"Beaba1|5020","BBA_05020"
424117,425845,"Beaba1|5021","BBA_05021"
429221,431476,"Beaba1|5022","BBA_05022"
432413,434116,"Beaba1|5023","BBA_05023"
434657,435732,"Beaba1|5024","BBA_05024"
435841,436770,"Beaba1|5025","BBA_05025"
437903,440505,"Beaba1|5026","BBA_05026"
441260,442191,"Beaba1|5027","BBA_05027"
442647,444044,"Beaba1|5028","BBA_05028"
444410,445520,"Beaba1|5029","BBA_05029"
451815,452914,"Beaba1|5030","BBA_05030"
454177,454829,"Beaba1|5031","BBA_05031"
456394,457086,"Beaba1|5032","BBA_05032"
457765,460799,"Beaba1|5033","BBA_05033"
462003,463539,"Beaba1|5034","BBA_05034"
467379,470558,"Beaba1|5035","BBA_05035"
471219,472313,"Beaba1|5036","BBA_05036"
475018,475683,"Beaba1|5037","BBA_05037"
477039,477869,"Beaba1|5038","BBA_05038"
483924,484574,"Beaba1|5039","BBA_05039"
485441,491637,"Beaba1|5040","BBA_05040"
492304,494703,"Beaba1|5041","BBA_05041"
494808,496591,"Beaba1|5042","BBA_05042"
497502,499627,"Beaba1|5043","BBA_05043"
501651,503493,"Beaba1|5044","BBA_05044"
505890,506823,"Beaba1|5045","BBA_05045"
508373,510094,"Beaba1|5046","BBA_05046"
511261,512505,"Beaba1|5047","BBA_05047"
512554,515659,"Beaba1|5048","BBA_05048"
516581,518603,"Beaba1|5049","BBA_05049"
520895,523003,"Beaba1|5050","BBA_05050"
526801,527916,"Beaba1|5051","BBA_05051"
531275,533030,"Beaba1|5052","BBA_05052"
534792,536891,"Beaba1|5053","BBA_05053"
537596,538523,"Beaba1|5054","BBA_05054"
541552,542535,"Beaba1|5055","BBA_05055"
542831,544427,"Beaba1|5056","BBA_05056"
547076,549241,"Beaba1|5057","BBA_05057"
550211,551688,"Beaba1|5058","BBA_05058"
551810,552343,"Beaba1|5059","BBA_05059"
553841,555149,"Beaba1|5060","BBA_05060"
556065,557843,"Beaba1|5061","BBA_05061"
558162,559380,"Beaba1|5062","BBA_05062"
560074,561130,"Beaba1|5063","BBA_05063"
562388,563242,"Beaba1|5064","BBA_05064"
563749,564827,"Beaba1|5065","BBA_05065"
564967,566014,"Beaba1|5066","BBA_05066"
567045,571354,"Beaba1|5067","BBA_05067"
571546,572458,"Beaba1|5068","BBA_05068"
572766,573983,"Beaba1|5069","BBA_05069"
575608,576412,"Beaba1|5070","BBA_05070"
579625,581191,"Beaba1|5071","BBA_05071"
582192,582960,"Beaba1|5072","BBA_05072"
583242,584962,"Beaba1|5073","BBA_05073"
585552,588068,"Beaba1|5074","BBA_05074"
588366,589298,"Beaba1|5075","BBA_05075"
590437,591416,"Beaba1|5076","BBA_05076"
591590,593242,"Beaba1|5077","BBA_05077"
594070,596550,"Beaba1|5078","BBA_05078"
597943,600342,"Beaba1|5079","BBA_05079"
601829,604433,"Beaba1|5080","BBA_05080"
605850,607712,"Beaba1|5081","BBA_05081"
608227,610736,"Beaba1|5082","BBA_05082"
611512,614815,"Beaba1|5083","BBA_05083"
616153,618635,"Beaba1|5084","BBA_05084"
619555,620919,"Beaba1|5085","BBA_05085"
621406,622230,"Beaba1|5086","BBA_05086"
622711,623022,"Beaba1|5087","BBA_05087"
623794,624754,"Beaba1|5088","BBA_05088"
627868,629240,"Beaba1|5089","BBA_05089"
631367,633328,"Beaba1|5090","BBA_05090"
634683,636296,"Beaba1|5091","BBA_05091"
642513,643670,"Beaba1|5092","BBA_05092"
645566,646217,"Beaba1|5093","BBA_05093"
646821,651105,"Beaba1|5094","BBA_05094"
651929,653788,"Beaba1|5095","BBA_05095"
655238,655849,"Beaba1|5096","BBA_05096"
656358,658582,"Beaba1|5097","BBA_05097"
659158,660200,"Beaba1|5098","BBA_05098"
660597,662739,"Beaba1|5099","BBA_05099"
667560,668245,"Beaba1|5100","BBA_05100"
668325,670859,"Beaba1|5101","BBA_05101"
672078,672458,"Beaba1|5102","BBA_05102"
673633,676999,"Beaba1|5103","BBA_05103"
677557,679556,"Beaba1|5104","BBA_05104"
