proteinId	Cmax	Cmax_pos	Ymax	Ymax_pos	Smax	Smax_pos	Smean	D	signal_predicted	Dmaxcut	networks_used	SSP
Beaba1|4844	0.186	45	0.135	45	0.15	1	0.103	0.118	N	0.45	SignalP-noTM	N
Beaba1|4845	0.11	30	0.105	48	0.11	70	0.099	0.102	N	0.45	SignalP-noTM	N
Beaba1|4846	0.118	34	0.119	11	0.152	1	0.119	0.119	N	0.45	SignalP-noTM	N
Beaba1|4847	0.109	54	0.109	54	0.129	36	0.105	0.107	N	0.45	SignalP-noTM	N
Beaba1|4848	0.118	22	0.117	45	0.149	32	0.106	0.113	N	0.5	SignalP-TM	N
Beaba1|4849	0.127	36	0.116	12	0.136	3	0.124	0.121	N	0.45	SignalP-noTM	N
Beaba1|485	0.111	58	0.116	12	0.15	1	0.111	0.113	N	0.45	SignalP-noTM	N
Beaba1|4850	0.108	69	0.106	69	0.113	5	0.099	0.102	N	0.45	SignalP-noTM	N
Beaba1|4851	0.121	21	0.122	21	0.151	15	0.124	0.123	N	0.45	SignalP-noTM	N
Beaba1|4852	0.11	55	0.106	55	0.12	42	0.096	0.101	N	0.45	SignalP-noTM	N
Beaba1|4853	0.114	59	0.11	42	0.129	22	0.104	0.107	N	0.45	SignalP-noTM	N
Beaba1|4854	0.109	66	0.116	13	0.145	1	0.111	0.113	N	0.45	SignalP-noTM	N
Beaba1|4855	0.117	68	0.109	22	0.141	12	0.11	0.11	N	0.45	SignalP-noTM	N
Beaba1|4856	0.193	23	0.206	23	0.394	2	0.221	0.214	N	0.45	SignalP-noTM	N
Beaba1|4857	0.125	18	0.135	18	0.179	1	0.135	0.135	N	0.45	SignalP-noTM	N
Beaba1|4858	0.109	66	0.122	11	0.166	22	0.14	0.132	N	0.45	SignalP-noTM	N
Beaba1|4859	0.169	52	0.132	52	0.155	50	0.102	0.116	N	0.45	SignalP-noTM	N
Beaba1|486	0.148	52	0.134	52	0.147	45	0.105	0.122	N	0.5	SignalP-TM	N
Beaba1|4860	0.121	23	0.112	23	0.123	19	0.103	0.107	N	0.45	SignalP-noTM	N
Beaba1|4861	0.177	21	0.212	21	0.399	1	0.239	0.227	N	0.45	SignalP-noTM	N
Beaba1|4862	0.139	39	0.168	11	0.292	5	0.249	0.212	N	0.45	SignalP-noTM	N
Beaba1|4863	0.134	51	0.103	70	0.138	60	0.07	0.09	N	0.5	SignalP-TM	N
Beaba1|4864	0.135	23	0.14	23	0.212	13	0.146	0.143	N	0.45	SignalP-noTM	N
Beaba1|4865	0.142	40	0.142	11	0.221	1	0.154	0.149	N	0.45	SignalP-noTM	N
Beaba1|4866	0.114	24	0.137	24	0.255	13	0.162	0.15	N	0.45	SignalP-noTM	N
Beaba1|4867	0.128	16	0.109	16	0.124	3	0.097	0.103	N	0.45	SignalP-noTM	N
Beaba1|4868	0.132	27	0.142	27	0.213	10	0.152	0.147	N	0.45	SignalP-noTM	N
Beaba1|4869	0.139	46	0.113	46	0.122	25	0.091	0.104	N	0.5	SignalP-TM	N
Beaba1|487	0.211	39	0.169	39	0.256	3	0.151	0.159	N	0.45	SignalP-noTM	N
Beaba1|4870	0.137	68	0.117	68	0.123	7	0.101	0.109	N	0.45	SignalP-noTM	N
Beaba1|4871	0.109	66	0.107	66	0.117	48	0.092	0.099	N	0.45	SignalP-noTM	N
Beaba1|4872	0.128	17	0.117	17	0.134	2	0.103	0.11	N	0.45	SignalP-noTM	N
Beaba1|4873	0.117	34	0.105	58	0.119	41	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|4874	0.106	26	0.111	14	0.14	12	0.119	0.116	N	0.45	SignalP-noTM	N
Beaba1|4875	0.108	35	0.113	15	0.135	1	0.111	0.112	N	0.45	SignalP-noTM	N
Beaba1|4876	0.3	30	0.26	30	0.475	29	0.234	0.246	N	0.45	SignalP-noTM	N
Beaba1|4877	0.16	35	0.154	35	0.242	13	0.146	0.151	N	0.5	SignalP-TM	N
Beaba1|4878	0.124	57	0.118	57	0.143	45	0.104	0.111	N	0.45	SignalP-noTM	N
Beaba1|4879	0.11	65	0.126	11	0.178	1	0.131	0.128	N	0.45	SignalP-noTM	N
Beaba1|488	0.11	41	0.113	11	0.146	1	0.099	0.106	N	0.45	SignalP-noTM	N
Beaba1|4880	0.288	20	0.333	20	0.57	16	0.384	0.361	N	0.45	SignalP-noTM	N
Beaba1|4881	0.122	23	0.11	23	0.111	36	0.099	0.104	N	0.45	SignalP-noTM	N
Beaba1|4882	0.116	22	0.107	50	0.118	48	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|4883	0.109	47	0.107	47	0.116	41	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|4884	0.117	51	0.119	51	0.162	43	0.113	0.116	N	0.45	SignalP-noTM	N
Beaba1|4885	0.141	32	0.12	11	0.176	2	0.124	0.122	N	0.45	SignalP-noTM	N
Beaba1|4886	0.37	21	0.498	21	0.767	2	0.663	0.587	Y	0.45	SignalP-noTM	N
Beaba1|4887	0.228	20	0.324	20	0.649	15	0.436	0.384	N	0.45	SignalP-noTM	N
Beaba1|4888	0.295	18	0.333	18	0.535	1	0.328	0.33	N	0.45	SignalP-noTM	N
Beaba1|4889	0.109	42	0.111	42	0.13	26	0.102	0.106	N	0.45	SignalP-noTM	N
Beaba1|489	0.111	14	0.107	34	0.116	22	0.1	0.103	N	0.45	SignalP-noTM	N
Beaba1|4890	0.156	31	0.141	31	0.266	3	0.147	0.144	N	0.45	SignalP-noTM	N
Beaba1|4891	0.118	45	0.109	45	0.13	44	0.098	0.103	N	0.45	SignalP-noTM	N
Beaba1|4892	0.165	22	0.142	22	0.382	31	0.123	0.132	N	0.45	SignalP-noTM	N
Beaba1|4893	0.111	23	0.151	12	0.249	3	0.192	0.173	N	0.45	SignalP-noTM	N
Beaba1|4894	0.108	53	0.104	53	0.135	2	0.095	0.1	N	0.45	SignalP-noTM	N
Beaba1|4895	0.143	17	0.124	17	0.139	5	0.112	0.118	N	0.45	SignalP-noTM	N
Beaba1|4896	0.109	50	0.108	66	0.122	49	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|4897	0.113	36	0.109	36	0.124	34	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|4898	0.143	21	0.12	21	0.114	24	0.1	0.109	N	0.45	SignalP-noTM	N
Beaba1|4899	0.124	48	0.119	12	0.158	1	0.111	0.115	N	0.45	SignalP-noTM	N
Beaba1|49	0.112	47	0.11	35	0.132	29	0.105	0.107	N	0.45	SignalP-noTM	N
Beaba1|490	0.111	7	0.122	11	0.202	2	0.123	0.123	N	0.45	SignalP-noTM	N
Beaba1|4900	0.111	47	0.114	47	0.137	32	0.109	0.111	N	0.45	SignalP-noTM	N
Beaba1|4901	0.155	23	0.136	23	0.168	12	0.119	0.127	N	0.45	SignalP-noTM	N
Beaba1|4902	0.247	26	0.195	26	0.272	25	0.156	0.174	N	0.45	SignalP-noTM	N
Beaba1|4903	0.18	61	0.305	15	0.752	12	0.645	0.489	Y	0.45	SignalP-noTM	Y
Beaba1|4904	0.139	50	0.173	50	0.276	37	0.184	0.177	N	0.5	SignalP-TM	N
Beaba1|4905	0.122	37	0.198	11	0.45	2	0.305	0.256	N	0.45	SignalP-noTM	N
Beaba1|4906	0.11	67	0.113	11	0.151	2	0.122	0.118	N	0.45	SignalP-noTM	N
Beaba1|4907	0.138	29	0.148	46	0.345	42	0.157	0.151	N	0.5	SignalP-TM	N
Beaba1|4908	0.134	39	0.118	39	0.135	4	0.108	0.113	N	0.45	SignalP-noTM	N
Beaba1|4909	0.157	25	0.127	25	0.134	2	0.105	0.115	N	0.45	SignalP-noTM	N
Beaba1|491	0.113	60	0.108	60	0.13	22	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|4910	0.123	21	0.128	49	0.179	45	0.132	0.13	N	0.5	SignalP-TM	N
Beaba1|4911	0.823	20	0.856	20	0.947	1	0.88	0.869	Y	0.45	SignalP-noTM	N
Beaba1|4912	0.11	18	0.115	43	0.147	21	0.11	0.112	N	0.45	SignalP-noTM	N
Beaba1|4913	0.192	33	0.244	33	0.568	12	0.318	0.284	N	0.45	SignalP-noTM	N
Beaba1|4914	0.114	25	0.126	11	0.178	1	0.129	0.128	N	0.45	SignalP-noTM	N
Beaba1|4915	0.14	34	0.184	11	0.333	1	0.272	0.232	N	0.45	SignalP-noTM	N
Beaba1|4916	0.117	25	0.122	25	0.163	24	0.128	0.125	N	0.45	SignalP-noTM	N
Beaba1|4917	0.803	25	0.809	25	0.946	4	0.823	0.817	Y	0.45	SignalP-noTM	N
Beaba1|4918	0.111	40	0.113	40	0.157	33	0.112	0.113	N	0.45	SignalP-noTM	N
Beaba1|4919	0.111	57	0.114	27	0.168	12	0.117	0.116	N	0.45	SignalP-noTM	N
Beaba1|492	0.219	60	0.134	60	0.196	6	0.081	0.113	N	0.5	SignalP-TM	N
Beaba1|4920	0.131	26	0.139	26	0.259	20	0.146	0.143	N	0.45	SignalP-noTM	N
Beaba1|4921	0.14	21	0.15	21	0.196	1	0.158	0.154	N	0.45	SignalP-noTM	N
Beaba1|4922	0.111	25	0.111	25	0.148	7	0.111	0.111	N	0.45	SignalP-noTM	N
Beaba1|4923	0.122	31	0.113	31	0.132	30	0.104	0.108	N	0.45	SignalP-noTM	N
Beaba1|4924	0.111	31	0.113	26	0.16	11	0.115	0.114	N	0.45	SignalP-noTM	N
Beaba1|4925	0.109	61	0.108	57	0.125	52	0.104	0.106	N	0.45	SignalP-noTM	N
Beaba1|4926	0.228	27	0.152	27	0.131	26	0.103	0.126	N	0.45	SignalP-noTM	N
Beaba1|4927	0.12	55	0.114	12	0.146	1	0.11	0.112	N	0.45	SignalP-noTM	N
Beaba1|4928	0.388	35	0.186	35	0.26	6	0.129	0.163	N	0.5	SignalP-TM	N
Beaba1|4929	0.115	21	0.108	64	0.126	46	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|493	0.195	33	0.158	33	0.184	32	0.127	0.141	N	0.45	SignalP-noTM	N
Beaba1|4930	0.115	60	0.104	60	0.12	54	0.093	0.099	N	0.45	SignalP-noTM	N
Beaba1|4931	0.139	51	0.138	17	0.227	16	0.154	0.147	N	0.45	SignalP-noTM	N
Beaba1|4932	0.108	42	0.111	52	0.126	46	0.106	0.109	N	0.45	SignalP-noTM	N
Beaba1|4933	0.122	13	0.169	13	0.29	1	0.187	0.179	N	0.45	SignalP-noTM	N
Beaba1|4934	0.193	20	0.241	20	0.379	1	0.288	0.266	N	0.45	SignalP-noTM	N
Beaba1|4935	0.713	16	0.815	16	0.966	10	0.939	0.882	Y	0.45	SignalP-noTM	Y
Beaba1|4936	0.11	43	0.108	43	0.12	1	0.104	0.106	N	0.45	SignalP-noTM	N
Beaba1|4937	0.157	25	0.15	25	0.208	4	0.145	0.147	N	0.45	SignalP-noTM	N
Beaba1|4938	0.11	64	0.113	11	0.147	9	0.126	0.12	N	0.45	SignalP-noTM	N
Beaba1|4939	0.117	30	0.121	11	0.228	2	0.14	0.131	N	0.45	SignalP-noTM	N
Beaba1|494	0.11	36	0.105	28	0.118	13	0.103	0.104	N	0.45	SignalP-noTM	N
Beaba1|4940	0.131	16	0.156	16	0.344	15	0.199	0.18	N	0.45	SignalP-noTM	N
Beaba1|4941	0.109	18	0.13	68	0.207	67	0.108	0.121	N	0.5	SignalP-TM	N
Beaba1|4942	0.111	47	0.114	18	0.143	14	0.118	0.116	N	0.45	SignalP-noTM	N
Beaba1|4943	0.358	18	0.425	18	0.682	17	0.499	0.465	Y	0.45	SignalP-noTM	Y
Beaba1|4944	0.127	48	0.156	20	0.265	6	0.221	0.182	N	0.5	SignalP-TM	N
Beaba1|4945	0.247	21	0.281	21	0.524	19	0.311	0.297	N	0.45	SignalP-noTM	N
Beaba1|4946	0.228	21	0.179	21	0.178	20	0.138	0.157	N	0.45	SignalP-noTM	N
Beaba1|4947	0.148	38	0.227	11	0.629	1	0.455	0.319	N	0.5	SignalP-TM	N
Beaba1|4948	0.181	40	0.158	40	0.284	5	0.16	0.159	N	0.5	SignalP-TM	N
Beaba1|4949	0.186	37	0.171	37	0.366	6	0.176	0.173	N	0.45	SignalP-noTM	N
Beaba1|495	0.111	51	0.107	67	0.149	48	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|4950	0.111	63	0.104	63	0.114	5	0.099	0.101	N	0.45	SignalP-noTM	N
Beaba1|4951	0.202	19	0.239	19	0.361	12	0.275	0.254	N	0.5	SignalP-TM	N
Beaba1|4952	0.109	60	0.112	60	0.184	45	0.108	0.11	N	0.45	SignalP-noTM	N
Beaba1|4953	0.111	55	0.106	68	0.112	31	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|4954	0.111	65	0.107	65	0.124	52	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|4955	0.227	44	0.159	44	0.218	2	0.131	0.144	N	0.45	SignalP-noTM	N
Beaba1|4956	0.501	18	0.659	18	0.897	1	0.856	0.765	Y	0.45	SignalP-noTM	N
Beaba1|4957	0.145	20	0.134	11	0.212	2	0.171	0.149	N	0.5	SignalP-TM	N
Beaba1|4958	0.109	18	0.112	29	0.151	24	0.113	0.113	N	0.45	SignalP-noTM	N
Beaba1|4959	0.109	22	0.106	41	0.124	23	0.099	0.102	N	0.45	SignalP-noTM	N
Beaba1|496	0.299	30	0.245	30	0.344	1	0.231	0.239	N	0.5	SignalP-TM	N
Beaba1|4960	0.109	22	0.115	11	0.137	3	0.114	0.115	N	0.45	SignalP-noTM	N
Beaba1|4961	0.11	51	0.111	54	0.141	39	0.107	0.109	N	0.45	SignalP-noTM	N
Beaba1|4962	0.121	23	0.117	70	0.185	65	0.108	0.113	N	0.5	SignalP-TM	N
Beaba1|4963	0.109	30	0.118	15	0.16	11	0.133	0.126	N	0.45	SignalP-noTM	N
Beaba1|4964	0.118	26	0.112	12	0.125	1	0.105	0.108	N	0.45	SignalP-noTM	N
Beaba1|4965	0.168	47	0.16	12	0.313	3	0.236	0.201	N	0.45	SignalP-noTM	N
Beaba1|4966	0.116	46	0.126	16	0.214	7	0.146	0.136	N	0.45	SignalP-noTM	N
Beaba1|4967	0.165	20	0.132	20	0.173	57	0.112	0.124	N	0.5	SignalP-TM	N
Beaba1|4968	0.362	18	0.477	18	0.765	11	0.635	0.562	Y	0.45	SignalP-noTM	Y
Beaba1|4969	0.109	59	0.113	12	0.128	2	0.106	0.109	N	0.45	SignalP-noTM	N
Beaba1|497	0.184	36	0.16	36	0.277	11	0.159	0.16	N	0.45	SignalP-noTM	N
Beaba1|4970	0.109	66	0.109	12	0.126	1	0.104	0.107	N	0.45	SignalP-noTM	N
Beaba1|4971	0.112	45	0.107	45	0.114	22	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|4972	0.883	22	0.9	22	0.955	13	0.919	0.91	Y	0.45	SignalP-noTM	N
Beaba1|4973	0.107	21	0.156	11	0.365	6	0.248	0.193	N	0.5	SignalP-TM	N
Beaba1|4974	0.115	42	0.106	68	0.111	2	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|4975	0.119	47	0.12	26	0.19	9	0.131	0.126	N	0.45	SignalP-noTM	N
Beaba1|4976	0.166	22	0.142	51	0.263	47	0.118	0.129	N	0.45	SignalP-noTM	N
Beaba1|4977	0.13	41	0.115	41	0.127	2	0.101	0.108	N	0.45	SignalP-noTM	N
Beaba1|4978	0.263	19	0.459	19	0.916	2	0.784	0.635	Y	0.45	SignalP-noTM	N
Beaba1|4979	0.116	40	0.114	52	0.163	48	0.109	0.111	N	0.45	SignalP-noTM	N
Beaba1|498	0.115	35	0.11	70	0.161	68	0.076	0.096	N	0.5	SignalP-TM	N
Beaba1|4980	0.11	33	0.104	40	0.114	37	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|4981	0.144	24	0.13	24	0.154	2	0.119	0.124	N	0.45	SignalP-noTM	N
Beaba1|4982	0.304	39	0.245	31	0.424	30	0.247	0.246	N	0.45	SignalP-noTM	N
Beaba1|4983	0.591	30	0.718	30	0.958	16	0.882	0.807	Y	0.45	SignalP-noTM	N
Beaba1|4984	0.11	52	0.109	12	0.119	1	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|4985	0.125	23	0.118	23	0.142	4	0.112	0.115	N	0.45	SignalP-noTM	N
Beaba1|4986	0.147	57	0.122	57	0.109	56	0.097	0.108	N	0.45	SignalP-noTM	N
Beaba1|4987	0.111	58	0.121	19	0.197	16	0.139	0.13	N	0.45	SignalP-noTM	N
Beaba1|4988	0.115	27	0.109	27	0.127	6	0.105	0.107	N	0.45	SignalP-noTM	N
Beaba1|4989	0.116	35	0.172	12	0.372	1	0.167	0.169	N	0.45	SignalP-noTM	N
Beaba1|499	0.154	37	0.167	37	0.257	35	0.157	0.163	N	0.5	SignalP-TM	N
Beaba1|4990	0.109	22	0.11	11	0.132	2	0.107	0.108	N	0.45	SignalP-noTM	N
Beaba1|4991	0.127	21	0.237	11	0.699	4	0.477	0.366	N	0.45	SignalP-noTM	N
Beaba1|4992	0.395	17	0.578	17	0.899	1	0.827	0.713	Y	0.45	SignalP-noTM	Y
Beaba1|4993	0.148	52	0.14	52	0.238	50	0.12	0.129	N	0.45	SignalP-noTM	N
Beaba1|4994	0.109	33	0.108	12	0.117	2	0.106	0.107	N	0.45	SignalP-noTM	N
Beaba1|4995	0.109	32	0.104	18	0.125	9	0.106	0.105	N	0.45	SignalP-noTM	N
Beaba1|4996	0.127	22	0.126	22	0.162	18	0.124	0.125	N	0.45	SignalP-noTM	N
Beaba1|4997	0.137	46	0.126	46	0.159	40	0.107	0.116	N	0.45	SignalP-noTM	N
Beaba1|4998	0.163	31	0.232	17	0.489	3	0.41	0.303	N	0.5	SignalP-TM	N
Beaba1|4999	0.209	28	0.185	28	0.324	3	0.181	0.183	N	0.45	SignalP-noTM	N
Beaba1|5	0.108	66	0.107	46	0.121	38	0.103	0.105	N	0.45	SignalP-noTM	N
Beaba1|50	0.108	61	0.108	14	0.119	6	0.109	0.108	N	0.45	SignalP-noTM	N
Beaba1|500	0.115	42	0.123	56	0.477	39	0.115	0.118	N	0.45	SignalP-noTM	N
Beaba1|5000	0.109	67	0.106	67	0.118	55	0.097	0.101	N	0.45	SignalP-noTM	N
Beaba1|5001	0.166	39	0.159	39	0.305	36	0.147	0.153	N	0.45	SignalP-noTM	N
Beaba1|5002	0.113	35	0.108	49	0.119	34	0.1	0.104	N	0.45	SignalP-noTM	N
Beaba1|5003	0.163	20	0.251	20	0.558	1	0.36	0.31	N	0.45	SignalP-noTM	N
Beaba1|5004	0.374	23	0.478	23	0.751	1	0.612	0.55	Y	0.45	SignalP-noTM	N
Beaba1|5005	0.159	54	0.191	54	0.364	4	0.192	0.191	N	0.5	SignalP-TM	N
Beaba1|5006	0.233	24	0.17	24	0.146	18	0.123	0.145	N	0.45	SignalP-noTM	N
Beaba1|5007	0.152	40	0.121	40	0.18	39	0.101	0.11	N	0.45	SignalP-noTM	N
Beaba1|5008	0.597	34	0.548	34	0.928	14	0.619	0.586	Y	0.45	SignalP-noTM	N
Beaba1|5009	0.114	43	0.108	43	0.123	42	0.102	0.105	N	0.45	SignalP-noTM	N
Beaba1|501	0.113	22	0.106	17	0.119	1	0.094	0.099	N	0.45	SignalP-noTM	N
Beaba1|5010	0.7	22	0.77	22	0.957	11	0.841	0.809	Y	0.45	SignalP-noTM	N
Beaba1|5011	0.109	45	0.106	44	0.114	63	0.101	0.103	N	0.45	SignalP-noTM	N
Beaba1|5012	0.219	22	0.208	22	0.299	1	0.193	0.2	N	0.45	SignalP-noTM	N
Beaba1|5013	0.115	37	0.111	11	0.139	32	0.108	0.11	N	0.45	SignalP-noTM	N
Beaba1|5014	0.11	26	0.101	26	0.108	4	0.092	0.096	N	0.45	SignalP-noTM	N
Beaba1|5015	0.108	39	0.111	42	0.131	1	0.103	0.107	N	0.45	SignalP-noTM	N
Beaba1|5016	0.134	50	0.116	65	0.145	57	0.087	0.104	N	0.5	SignalP-TM	N
Beaba1|5017	0.447	19	0.643	19	0.969	4	0.922	0.794	Y	0.45	SignalP-noTM	N
Beaba1|5018	0.116	35	0.111	35	0.134	19	0.105	0.108	N	0.45	SignalP-noTM	N
Beaba1|5019	0.314	30	0.222	30	0.254	20	0.16	0.188	N	0.45	SignalP-noTM	N
Beaba1|502	0.119	42	0.13	20	0.171	1	0.144	0.138	N	0.45	SignalP-noTM	N
Beaba1|5020	0.121	46	0.188	11	0.4	1	0.249	0.221	N	0.45	SignalP-noTM	N
Beaba1|5021	0.11	35	0.105	67	0.11	39	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|5022	0.109	31	0.108	16	0.132	3	0.109	0.109	N	0.45	SignalP-noTM	N
Beaba1|5023	0.168	25	0.167	25	0.221	10	0.166	0.166	N	0.45	SignalP-noTM	N
Beaba1|5024	0.121	49	0.149	12	0.26	2	0.2	0.169	N	0.5	SignalP-TM	N
Beaba1|5025	0.156	47	0.129	47	0.199	46	0.101	0.114	N	0.45	SignalP-noTM	N
Beaba1|5026	0.165	28	0.19	28	0.346	10	0.217	0.204	N	0.45	SignalP-noTM	N
Beaba1|5027	0.109	70	0.109	25	0.134	9	0.109	0.109	N	0.45	SignalP-noTM	N
Beaba1|5028	0.124	42	0.114	42	0.137	22	0.105	0.109	N	0.45	SignalP-noTM	N
Beaba1|5029	0.116	23	0.111	12	0.135	4	0.115	0.113	N	0.45	SignalP-noTM	N
Beaba1|503	0.132	33	0.164	11	0.327	1	0.205	0.186	N	0.45	SignalP-noTM	N
Beaba1|5030	0.117	20	0.129	20	0.169	3	0.142	0.136	N	0.45	SignalP-noTM	N
Beaba1|5031	0.109	16	0.106	57	0.114	44	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|5032	0.152	22	0.135	22	0.202	3	0.118	0.126	N	0.45	SignalP-noTM	N
Beaba1|5033	0.113	64	0.107	13	0.135	7	0.11	0.109	N	0.45	SignalP-noTM	N
Beaba1|5034	0.128	69	0.161	43	0.323	28	0.197	0.181	N	0.45	SignalP-noTM	N
Beaba1|5035	0.124	49	0.127	16	0.204	9	0.138	0.133	N	0.45	SignalP-noTM	N
Beaba1|5036	0.123	34	0.118	12	0.173	6	0.132	0.126	N	0.45	SignalP-noTM	N
Beaba1|5037	0.124	19	0.11	19	0.114	22	0.095	0.102	N	0.45	SignalP-noTM	N
Beaba1|5038	0.261	25	0.463	25	0.869	15	0.809	0.65	Y	0.45	SignalP-noTM	Y
Beaba1|5039	0.118	38	0.123	12	0.179	11	0.143	0.134	N	0.45	SignalP-noTM	N
Beaba1|504	0.109	28	0.107	47	0.117	31	0.099	0.103	N	0.45	SignalP-noTM	N
Beaba1|5040	0.131	48	0.122	24	0.137	6	0.113	0.117	N	0.45	SignalP-noTM	N
Beaba1|5041	0.11	46	0.105	12	0.112	20	0.103	0.104	N	0.45	SignalP-noTM	N
Beaba1|5042	0.122	27	0.109	27	0.115	13	0.099	0.104	N	0.45	SignalP-noTM	N
Beaba1|5043	0.143	16	0.13	16	0.149	50	0.119	0.124	N	0.45	SignalP-noTM	N
Beaba1|5044	0.134	29	0.17	40	0.5	37	0.2	0.187	N	0.45	SignalP-noTM	N
Beaba1|5045	0.129	60	0.112	60	0.159	24	0.106	0.109	N	0.45	SignalP-noTM	N
Beaba1|5046	0.429	20	0.51	20	0.729	16	0.601	0.559	Y	0.45	SignalP-noTM	N
Beaba1|5047	0.113	59	0.122	11	0.18	1	0.109	0.115	N	0.45	SignalP-noTM	N
Beaba1|5048	0.297	29	0.405	29	0.692	23	0.518	0.466	Y	0.45	SignalP-noTM	N
Beaba1|5049	0.205	31	0.147	31	0.198	30	0.103	0.123	N	0.45	SignalP-noTM	N
Beaba1|505	0.113	49	0.113	59	0.175	48	0.092	0.105	N	0.5	SignalP-TM	N
Beaba1|5050	0.242	28	0.182	28	0.351	2	0.194	0.187	N	0.5	SignalP-TM	N
Beaba1|5051	0.119	21	0.106	43	0.116	40	0.096	0.1	N	0.45	SignalP-noTM	N
Beaba1|5052	0.124	20	0.11	20	0.15	33	0.098	0.103	N	0.45	SignalP-noTM	N
Beaba1|5053	0.11	25	0.11	41	0.126	24	0.103	0.106	N	0.45	SignalP-noTM	N
Beaba1|5054	0.137	42	0.136	42	0.211	32	0.129	0.133	N	0.5	SignalP-TM	N
Beaba1|5055	0.281	38	0.379	38	0.778	36	0.291	0.343	N	0.5	SignalP-TM	N
Beaba1|5056	0.107	67	0.104	31	0.117	13	0.1	0.102	N	0.45	SignalP-noTM	N
Beaba1|5057	0.843	21	0.792	21	0.875	2	0.732	0.76	Y	0.45	SignalP-noTM	N
Beaba1|5058	0.109	25	0.112	51	0.16	44	0.104	0.109	N	0.5	SignalP-TM	N
Beaba1|5059	0.109	34	0.122	12	0.173	1	0.111	0.116	N	0.45	SignalP-noTM	N
Beaba1|506	0.125	22	0.117	22	0.132	33	0.111	0.114	N	0.45	SignalP-noTM	N
Beaba1|5060	0.152	41	0.135	41	0.256	40	0.114	0.124	N	0.45	SignalP-noTM	N
Beaba1|5061	0.111	65	0.138	12	0.234	2	0.162	0.151	N	0.45	SignalP-noTM	N
Beaba1|5062	0.312	20	0.323	20	0.538	2	0.375	0.344	N	0.5	SignalP-TM	N
Beaba1|5063	0.162	55	0.13	55	0.196	6	0.113	0.123	N	0.5	SignalP-TM	N
Beaba1|5064	0.139	60	0.118	23	0.141	21	0.111	0.114	N	0.45	SignalP-noTM	N
Beaba1|5065	0.141	47	0.12	47	0.148	5	0.105	0.112	N	0.45	SignalP-noTM	N
Beaba1|5066	0.114	36	0.118	16	0.158	5	0.131	0.125	N	0.45	SignalP-noTM	N
Beaba1|5067	0.11	38	0.105	38	0.111	29	0.098	0.101	N	0.45	SignalP-noTM	N
Beaba1|5068	0.116	24	0.126	19	0.2	2	0.134	0.131	N	0.45	SignalP-noTM	N
Beaba1|5069	0.119	50	0.111	50	0.125	39	0.102	0.106	N	0.45	SignalP-noTM	N
Beaba1|507	0.118	22	0.13	11	0.181	1	0.138	0.134	N	0.45	SignalP-noTM	N
Beaba1|5070	0.525	19	0.59	19	0.73	13	0.65	0.622	Y	0.45	SignalP-noTM	Y
Beaba1|5071	0.108	16	0.102	68	0.115	54	0.096	0.099	N	0.45	SignalP-noTM	N
Beaba1|5072	0.184	21	0.143	21	0.226	3	0.141	0.142	N	0.5	SignalP-TM	N
Beaba1|5073	0.112	19	0.11	43	0.12	39	0.104	0.106	N	0.45	SignalP-noTM	N
Beaba1|5074	0.109	18	0.106	48	0.116	6	0.098	0.102	N	0.45	SignalP-noTM	N
Beaba1|5075	0.109	51	0.104	51	0.109	35	0.096	0.099	N	0.45	SignalP-noTM	N
Beaba1|5076	0.166	48	0.166	48	0.508	45	0.141	0.153	N	0.45	SignalP-noTM	N
Beaba1|5077	0.114	12	0.119	12	0.138	1	0.111	0.115	N	0.45	SignalP-noTM	N
Beaba1|5078	0.112	30	0.12	12	0.149	6	0.128	0.124	N	0.45	SignalP-noTM	N
Beaba1|5079	0.112	28	0.108	43	0.148	27	0.101	0.104	N	0.45	SignalP-noTM	N
Beaba1|508	0.111	54	0.114	13	0.149	5	0.12	0.117	N	0.45	SignalP-noTM	N
Beaba1|5080	0.167	24	0.146	24	0.151	13	0.129	0.137	N	0.45	SignalP-noTM	N
Beaba1|5081	0.108	31	0.107	25	0.122	5	0.107	0.107	N	0.45	SignalP-noTM	N
Beaba1|5082	0.136	29	0.187	21	0.408	3	0.287	0.241	N	0.45	SignalP-noTM	N
Beaba1|5083	0.115	18	0.112	18	0.123	12	0.11	0.111	N	0.45	SignalP-noTM	N
Beaba1|5084	0.139	30	0.113	30	0.123	43	0.091	0.101	N	0.45	SignalP-noTM	N
