"start","end","attributes_robin","attributes_ncbi"
7249,9339,"Ophcf2|00001","GQ602_000001"
2423060,2423506,"Ophcf2|04272","GQ602_004272"
2483832,2484325,"Ophcf2|04273","GQ602_004273"
2551855,2556614,"Ophcf2|04274","GQ602_004274"
2556947,2558617,"Ophcf2|04275","GQ602_004275"
2597109,2602390,"Ophcf2|04276","GQ602_004276"
2665748,2669218,"Ophcf2|04277","GQ602_004277"
2669466,2670380,"Ophcf2|04278","GQ602_004278"
2740597,2742136,"Ophcf2|04279","GQ602_004279"
2782879,2784294,"Ophcf2|04280","GQ602_004280"
2784616,2786619,"Ophcf2|04281","GQ602_004281"
2790977,2793568,"Ophcf2|04282","GQ602_004282"
2809249,2811680,"Ophcf2|04283","GQ602_004283"
2812448,2813994,"Ophcf2|04284","GQ602_004284"
2815023,2817758,"Ophcf2|04285","GQ602_004285"
2820336,2823438,"Ophcf2|04286","GQ602_004286"
2823994,2825304,"Ophcf2|04287","GQ602_004287"
2826091,2828973,"Ophcf2|04288","GQ602_004288"
2829117,2832149,"Ophcf2|04289","GQ602_004289"
2833682,2836075,"Ophcf2|04290","GQ602_004290"
2836474,2838397,"Ophcf2|04291","GQ602_004291"
2838488,2838885,"Ophcf2|04292","GQ602_004292"
2841366,2845676,"Ophcf2|04293","GQ602_004293"
2845966,2847482,"Ophcf2|04294","GQ602_004294"
2847822,2849471,"Ophcf2|04295","GQ602_004295"
2850193,2852064,"Ophcf2|04296","GQ602_004296"
2852812,2855025,"Ophcf2|04297","GQ602_004297"
2856408,2858483,"Ophcf2|04298","GQ602_004298"
2859052,2860765,"Ophcf2|04299","GQ602_004299"
2861173,2864179,"Ophcf2|04300","GQ602_004300"
2864353,2865406,"Ophcf2|04301","GQ602_004301"
2865933,2866825,"Ophcf2|04302","GQ602_004302"
2868078,2871800,"Ophcf2|04303","GQ602_004303"
2871898,2872981,"Ophcf2|04304","GQ602_004304"
2874264,2875543,"Ophcf2|04305","GQ602_004305"
2876516,2878019,"Ophcf2|04306","GQ602_004306"
2878267,2878927,"Ophcf2|04307","GQ602_004307"
2880831,2887191,"Ophcf2|04308","GQ602_004308"
2888545,2891897,"Ophcf2|04309","GQ602_004309"
2892103,2892408,"Ophcf2|04310","GQ602_004310"
2892987,2895680,"Ophcf2|04311","GQ602_004311"
2898682,2901244,"Ophcf2|04312","GQ602_004312"
2903619,2905114,"Ophcf2|04313","GQ602_004313"
2906244,2907679,"Ophcf2|04314","GQ602_004314"
2908775,2909071,"Ophcf2|04315","GQ602_004315"
2910488,2912352,"Ophcf2|04316","GQ602_004316"
2913133,2913509,"Ophcf2|04317","GQ602_004317"
2914066,2917356,"Ophcf2|04318","GQ602_004318"
2917673,2918524,"Ophcf2|04319","GQ602_004319"
2918807,2919241,"Ophcf2|04320","GQ602_004320"
2920637,2921284,"Ophcf2|04321","GQ602_004321"
2925826,2927202,"Ophcf2|04322","GQ602_004322"
2927601,2929893,"Ophcf2|04323","GQ602_004323"
2930354,2932288,"Ophcf2|04324","GQ602_004324"
2932802,2934607,"Ophcf2|04325","GQ602_004325"
2936873,2938896,"Ophcf2|04326","GQ602_004326"
2939976,2940581,"Ophcf2|04327","GQ602_004327"
2941697,2942836,"Ophcf2|04328","GQ602_004328"
2943635,2944698,"Ophcf2|04329","GQ602_004329"
2945679,2949632,"Ophcf2|04330","GQ602_004330"
2950142,2953218,"Ophcf2|04331","GQ602_004331"
2954244,2956220,"Ophcf2|04332","GQ602_004332"
2957628,2959630,"Ophcf2|04333","GQ602_004333"
2960492,2965999,"Ophcf2|04334","GQ602_004334"
2967162,2969421,"Ophcf2|04335","GQ602_004335"
2969943,2973380,"Ophcf2|04336","GQ602_004336"
2973640,2975905,"Ophcf2|04337","GQ602_004337"
2976425,2977528,"Ophcf2|04338","GQ602_004338"
2978126,2979803,"Ophcf2|04339","GQ602_004339"
2980364,2982519,"Ophcf2|04340","GQ602_004340"
2983490,2984827,"Ophcf2|04341","GQ602_004341"
2985795,2986598,"Ophcf2|04342","GQ602_004342"
2988819,2990472,"Ophcf2|04343","GQ602_004343"
2992211,2992921,"Ophcf2|04344","GQ602_004344"
2993240,2994440,"Ophcf2|04345","GQ602_004345"
2994983,2996765,"Ophcf2|04346","GQ602_004346"
2996992,2998126,"Ophcf2|04347","GQ602_004347"
2999425,3000711,"Ophcf2|04348","GQ602_004348"
3001894,3004836,"Ophcf2|04349","GQ602_004349"
3005937,3006722,"Ophcf2|04350","GQ602_004350"
3006997,3007971,"Ophcf2|04351","GQ602_004351"
3009942,3011592,"Ophcf2|04352","GQ602_004352"
3012445,3014094,"Ophcf2|04353","GQ602_004353"
3015094,3016174,"Ophcf2|04354","GQ602_004354"
3017727,3020861,"Ophcf2|04355","GQ602_004355"
3021857,3023755,"Ophcf2|04356","GQ602_004356"
3025060,3026982,"Ophcf2|04357","GQ602_004357"
3028716,3031327,"Ophcf2|04358","GQ602_004358"
3031454,3032368,"Ophcf2|04359","GQ602_004359"
3032574,3033014,"Ophcf2|04360","GQ602_004360"
3033489,3035131,"Ophcf2|04361","GQ602_004361"
3036802,3038190,"Ophcf2|04362","GQ602_004362"
3038519,3039220,"Ophcf2|04363","GQ602_004363"
3040515,3044403,"Ophcf2|04364","GQ602_004364"
3046446,3046988,"Ophcf2|04365","GQ602_004365"
3048661,3049888,"Ophcf2|04366","GQ602_004366"
3050686,3051371,"Ophcf2|04367","GQ602_004367"
3052033,3053397,"Ophcf2|04368","GQ602_004368"
3054447,3056885,"Ophcf2|04369","GQ602_004369"
3057039,3057555,"Ophcf2|04370","GQ602_004370"
3057804,3060749,"Ophcf2|04371","GQ602_004371"
3060986,3062156,"Ophcf2|04372","GQ602_004372"
3062626,3063502,"Ophcf2|04373","GQ602_004373"
3066344,3070024,"Ophcf2|04374","GQ602_004374"
3071743,3072951,"Ophcf2|04375","GQ602_004375"
3075183,3078806,"Ophcf2|04376","GQ602_004376"
3079273,3080553,"Ophcf2|04377","GQ602_004377"
3081055,3083179,"Ophcf2|04378","GQ602_004378"
3083902,3084594,"Ophcf2|04379","GQ602_004379"
3084826,3085356,"Ophcf2|04380","GQ602_004380"
3085513,3087964,"Ophcf2|04381","GQ602_004381"
3094664,3095627,"Ophcf2|04382","GQ602_004382"
3097814,3100803,"Ophcf2|04383","GQ602_004383"
3102943,3104404,"Ophcf2|04384","GQ602_004384"
3105578,3108582,"Ophcf2|04385","GQ602_004385"
3108824,3109927,"Ophcf2|04386","GQ602_004386"
3111258,3112675,"Ophcf2|04387","GQ602_004387"
3113516,3114481,"Ophcf2|04388","GQ602_004388"
3115102,3118733,"Ophcf2|04389","GQ602_004389"
3118972,3120870,"Ophcf2|04390","GQ602_004390"
3121069,3123025,"Ophcf2|04391","GQ602_004391"
3123958,3125838,"Ophcf2|04392","GQ602_004392"
3127300,3128833,"Ophcf2|04393","GQ602_004393"
3129312,3131212,"Ophcf2|04394","GQ602_004394"
3131321,3134959,"Ophcf2|04395","GQ602_004395"
3135127,3135483,"Ophcf2|04396","GQ602_004396"
3136808,3138691,"Ophcf2|04397","GQ602_004397"
3140556,3141173,"Ophcf2|04398","GQ602_004398"
3144655,3146000,"Ophcf2|04399","GQ602_004399"
3146574,3147192,"Ophcf2|04400","GQ602_004400"
3148439,3148777,"Ophcf2|04401","GQ602_004401"
3149323,3153316,"Ophcf2|04402","GQ602_004402"
3155062,3157284,"Ophcf2|04403","GQ602_004403"
3161091,3164905,"Ophcf2|04404","GQ602_004404"
3165664,3168884,"Ophcf2|04405","GQ602_004405"
3169763,3170471,"Ophcf2|04406","GQ602_004406"
3172011,3173782,"Ophcf2|04407","GQ602_004407"
3175256,3175813,"Ophcf2|04408","GQ602_004408"
3176783,3177275,"Ophcf2|04409","GQ602_004409"
3177966,3180982,"Ophcf2|04410","GQ602_004410"
3182216,3185390,"Ophcf2|04411","GQ602_004411"
3185746,3186555,"Ophcf2|04412","GQ602_004412"
3186933,3188538,"Ophcf2|04413","GQ602_004413"
3188870,3189459,"Ophcf2|04414","GQ602_004414"
3190139,3190702,"Ophcf2|04415","GQ602_004415"
3191074,3193398,"Ophcf2|04416","GQ602_004416"
3193944,3196847,"Ophcf2|04417","GQ602_004417"
3197173,3198710,"Ophcf2|04418","GQ602_004418"
3198936,3200136,"Ophcf2|04419","GQ602_004419"
3200820,3205207,"Ophcf2|04420","GQ602_004420"
3205707,3206579,"Ophcf2|04421","GQ602_004421"
3207139,3209494,"Ophcf2|04422","GQ602_004422"
3213041,3213422,"Ophcf2|04423","GQ602_004423"
3214302,3215711,"Ophcf2|04424","GQ602_004424"
3216446,3217540,"Ophcf2|04425","GQ602_004425"
3218415,3221049,"Ophcf2|04426","GQ602_004426"
3222641,3224372,"Ophcf2|04427","GQ602_004427"
3224640,3225564,"Ophcf2|04428","GQ602_004428"
3225858,3228005,"Ophcf2|04429","GQ602_004429"
3228531,3230036,"Ophcf2|04430","GQ602_004430"
3230228,3231758,"Ophcf2|04431","GQ602_004431"
3232238,3234470,"Ophcf2|04432","GQ602_004432"
3235026,3235613,"Ophcf2|04433","GQ602_004433"
3235736,3236663,"Ophcf2|04434","GQ602_004434"
3237182,3239248,"Ophcf2|04435","GQ602_004435"
3240381,3241534,"Ophcf2|04436","GQ602_004436"
3244617,3245268,"Ophcf2|04437","GQ602_004437"
3245558,3245862,"Ophcf2|04438","GQ602_004438"
3246078,3246536,"Ophcf2|04439","GQ602_004439"
3246930,3247565,"Ophcf2|04440","GQ602_004440"
3247737,3248897,"Ophcf2|04441","GQ602_004441"
3249201,3249935,"Ophcf2|04442","GQ602_004442"
3250278,3251012,"Ophcf2|04443","GQ602_004443"
3251991,3254188,"Ophcf2|04444","GQ602_004444"
3255261,3258760,"Ophcf2|04445","GQ602_004445"
3259293,3260439,"Ophcf2|04446","GQ602_004446"
3260515,3264671,"Ophcf2|04447","GQ602_004447"
3264789,3265356,"Ophcf2|04448","GQ602_004448"
3267096,3268218,"Ophcf2|04449","GQ602_004449"
3271840,3273628,"Ophcf2|04450","GQ602_004450"
3274777,3275717,"Ophcf2|04451","GQ602_004451"
3275954,3276472,"Ophcf2|04452","GQ602_004452"
3276774,3278128,"Ophcf2|04453","GQ602_004453"
3278858,3279666,"Ophcf2|04454","GQ602_004454"
3281023,3282907,"Ophcf2|04455","GQ602_004455"
3285531,3286859,"Ophcf2|04456","GQ602_004456"
3288668,3289432,"Ophcf2|04457","GQ602_004457"
3290013,3294959,"Ophcf2|04458","GQ602_004458"
3298831,3299460,"Ophcf2|04459","GQ602_004459"
3301200,3304216,"Ophcf2|04460","GQ602_004460"
3306734,3306982,"Ophcf2|04461","GQ602_004461"
3308511,3310570,"Ophcf2|04462","GQ602_004462"
3314355,3318942,"Ophcf2|04463","GQ602_004463"
3319485,3320719,"Ophcf2|04464","GQ602_004464"
3320874,3321965,"Ophcf2|04465","GQ602_004465"
3322287,3323033,"Ophcf2|04466","GQ602_004466"
3323483,3325957,"Ophcf2|04467","GQ602_004467"
3326267,3327985,"Ophcf2|04468","GQ602_004468"
3328258,3328696,"Ophcf2|04469","GQ602_004469"
3333438,3334924,"Ophcf2|04470","GQ602_004470"
3335602,3336806,"Ophcf2|04471","GQ602_004471"
3337622,3339571,"Ophcf2|04472","GQ602_004472"
3340003,3340452,"Ophcf2|04473","GQ602_004473"
3340981,3344631,"Ophcf2|04474","GQ602_004474"
3346071,3346608,"Ophcf2|04475","GQ602_004475"
3346998,3351921,"Ophcf2|04476","GQ602_004476"
3352538,3354960,"Ophcf2|04477","GQ602_004477"
3359184,3359584,"Ophcf2|04478","GQ602_004478"
3361224,3366218,"Ophcf2|04479","GQ602_004479"
3366945,3367753,"Ophcf2|04480","GQ602_004480"
3369925,3370571,"Ophcf2|04481","GQ602_004481"
3370953,3372643,"Ophcf2|04482","GQ602_004482"
3373134,3373811,"Ophcf2|04483","GQ602_004483"
3374082,3375027,"Ophcf2|04484","GQ602_004484"
3375447,3376906,"Ophcf2|04485","GQ602_004485"
3377336,3380336,"Ophcf2|04486","GQ602_004486"
3380541,3381927,"Ophcf2|04487","GQ602_004487"
3383099,3384010,"Ophcf2|04488","GQ602_004488"
3388425,3391011,"Ophcf2|04489","GQ602_004489"
3392828,3399175,"Ophcf2|04490","GQ602_004490"
3399441,3400684,"Ophcf2|04491","GQ602_004491"
3401348,3401823,"Ophcf2|04492","GQ602_004492"
3403211,3404090,"Ophcf2|04493","GQ602_004493"
3404966,3405526,"Ophcf2|04494","GQ602_004494"
3406260,3409550,"Ophcf2|04495","GQ602_004495"
3410882,3415020,"Ophcf2|04496","GQ602_004496"
3415385,3416347,"Ophcf2|04497","GQ602_004497"
3416389,3417272,"Ophcf2|04498","GQ602_004498"
3419127,3424102,"Ophcf2|04499","GQ602_004499"
3424695,3426133,"Ophcf2|04500","GQ602_004500"
3430452,3432248,"Ophcf2|04501","GQ602_004501"
3433203,3434710,"Ophcf2|04502","GQ602_004502"
3435007,3436580,"Ophcf2|04503","GQ602_004503"
3436957,3437743,"Ophcf2|04504","GQ602_004504"
3437906,3441890,"Ophcf2|04505","GQ602_004505"
3442137,3443324,"Ophcf2|04506","GQ602_004506"
3443752,3444824,"Ophcf2|04507","GQ602_004507"
3445854,3446497,"Ophcf2|04508","GQ602_004508"
3446741,3447565,"Ophcf2|04509","GQ602_004509"
3448127,3448747,"Ophcf2|04510","GQ602_004510"
3450745,3452262,"Ophcf2|04511","GQ602_004511"
3453641,3454853,"Ophcf2|04512","GQ602_004512"
3455059,3457168,"Ophcf2|04513","GQ602_004513"
3457583,3459133,"Ophcf2|04514","GQ602_004514"
3459343,3460376,"Ophcf2|04515","GQ602_004515"
3460798,3461767,"Ophcf2|04516","GQ602_004516"
3462019,3462628,"Ophcf2|04517","GQ602_004517"
3463855,3477690,"Ophcf2|04518","GQ602_004518"
3478153,3479137,"Ophcf2|04519","GQ602_004519"
3479566,3483358,"Ophcf2|04520","GQ602_004520"
3483849,3485103,"Ophcf2|04521","GQ602_004521"
3487070,3488097,"Ophcf2|04522","GQ602_004522"
3488634,3490138,"Ophcf2|04523","GQ602_004523"
3491354,3493305,"Ophcf2|04524","GQ602_004524"
3493705,3494168,"Ophcf2|04525","GQ602_004525"
3494789,3495862,"Ophcf2|04526","GQ602_004526"
3496289,3496773,"Ophcf2|04527","GQ602_004527"
3497926,3498401,"Ophcf2|04528","GQ602_004528"
3498404,3498794,"Ophcf2|04529","GQ602_004529"
3499741,3500437,"Ophcf2|04530","GQ602_004530"
3501154,3503239,"Ophcf2|04531","GQ602_004531"
3503502,3506023,"Ophcf2|04532","GQ602_004532"
3507308,3510320,"Ophcf2|04533","GQ602_004533"
3510577,3512139,"Ophcf2|04534","GQ602_004534"
3513399,3515265,"Ophcf2|04535","GQ602_004535"
3515841,3516980,"Ophcf2|04536","GQ602_004536"
3517109,3518954,"Ophcf2|04537","GQ602_004537"
3519173,3520339,"Ophcf2|04538","GQ602_004538"
3520623,3522004,"Ophcf2|04539","GQ602_004539"
3524091,3524486,"Ophcf2|04540","GQ602_004540"
3524726,3527694,"Ophcf2|04541","GQ602_004541"
3529762,3531630,"Ophcf2|04542","GQ602_004542"
3532125,3533899,"Ophcf2|04543","GQ602_004543"
3535610,3537802,"Ophcf2|04544","GQ602_004544"
3538032,3538650,"Ophcf2|04545","GQ602_004545"
3538903,3540366,"Ophcf2|04546","GQ602_004546"
3540416,3541715,"Ophcf2|04547","GQ602_004547"
3542565,3545123,"Ophcf2|04548","GQ602_004548"
3545774,3547585,"Ophcf2|04549","GQ602_004549"
3549216,3549568,"Ophcf2|04550","GQ602_004550"
3549886,3551509,"Ophcf2|04551","GQ602_004551"
3552239,3552708,"Ophcf2|04552","GQ602_004552"
3553704,3554405,"Ophcf2|04553","GQ602_004553"
3555493,3562168,"Ophcf2|04554","GQ602_004554"
3562872,3565318,"Ophcf2|04555","GQ602_004555"
3565937,3568238,"Ophcf2|04556","GQ602_004556"
3570766,3571488,"Ophcf2|04557","GQ602_004557"
3572024,3572851,"Ophcf2|04558","GQ602_004558"
3573262,3575340,"Ophcf2|04559","GQ602_004559"
3576702,3582978,"Ophcf2|04560","GQ602_004560"
3584521,3585042,"Ophcf2|04561","GQ602_004561"
3585307,3585984,"Ophcf2|04562","GQ602_004562"
3586751,3587199,"Ophcf2|04563","GQ602_004563"
3587496,3588855,"Ophcf2|04564","GQ602_004564"
3589689,3591350,"Ophcf2|04565","GQ602_004565"
3592487,3593811,"Ophcf2|04566","GQ602_004566"
3600819,3601949,"Ophcf2|04567","GQ602_004567"
3602736,3605105,"Ophcf2|04568","GQ602_004568"
3606008,3607280,"Ophcf2|04569","GQ602_004569"
3608107,3608934,"Ophcf2|04570","GQ602_004570"
3611252,3611674,"Ophcf2|04571","GQ602_004571"
3613376,3614977,"Ophcf2|04572","GQ602_004572"
3615013,3617193,"Ophcf2|04573","GQ602_004573"
3617561,3618397,"Ophcf2|04574","GQ602_004574"
3618789,3619980,"Ophcf2|04575","GQ602_004575"
3620344,3621734,"Ophcf2|04576","GQ602_004576"
3622060,3628218,"Ophcf2|04577","GQ602_004577"
3628757,3631154,"Ophcf2|04578","GQ602_004578"
3634215,3635420,"Ophcf2|04579","GQ602_004579"
3635567,3635881,"Ophcf2|04580","GQ602_004580"
3636506,3637447,"Ophcf2|04581","GQ602_004581"
3637816,3638352,"Ophcf2|04582","GQ602_004582"
3638504,3639460,"Ophcf2|04583","GQ602_004583"
3640235,3641980,"Ophcf2|04584","GQ602_004584"
3643492,3644076,"Ophcf2|04585","GQ602_004585"
3646870,3647664,"Ophcf2|04586","GQ602_004586"
3648249,3648684,"Ophcf2|04587","GQ602_004587"
3649096,3649626,"Ophcf2|04588","GQ602_004588"
3651389,3651907,"Ophcf2|04589","GQ602_004589"
3653476,3655186,"Ophcf2|04590","GQ602_004590"
3656405,3656878,"Ophcf2|04591","GQ602_004591"
3657814,3658459,"Ophcf2|04592","GQ602_004592"
3662100,3664721,"Ophcf2|04593","GQ602_004593"
3665280,3666255,"Ophcf2|04594","GQ602_004594"
3666378,3667038,"Ophcf2|04595","GQ602_004595"
3667714,3670374,"Ophcf2|04596","GQ602_004596"
3670998,3672743,"Ophcf2|04597","GQ602_004597"
3674649,3675410,"Ophcf2|04598","GQ602_004598"
3675798,3676145,"Ophcf2|04599","GQ602_004599"
3676411,3679430,"Ophcf2|04600","GQ602_004600"
3680911,3681868,"Ophcf2|04601","GQ602_004601"
3682282,3683032,"Ophcf2|04602","GQ602_004602"
3683633,3684840,"Ophcf2|04603","GQ602_004603"
3685444,3686240,"Ophcf2|04604","GQ602_004604"
3686344,3687474,"Ophcf2|04605","GQ602_004605"
3687827,3689215,"Ophcf2|04606","GQ602_004606"
3690259,3690863,"Ophcf2|04607","GQ602_004607"
3691381,3692031,"Ophcf2|04608","GQ602_004608"
3692878,3695159,"Ophcf2|04609","GQ602_004609"
3695971,3697237,"Ophcf2|04610","GQ602_004610"
3697965,3699763,"Ophcf2|04611","GQ602_004611"
3700501,3702782,"Ophcf2|04612","GQ602_004612"
3702788,3703863,"Ophcf2|04613","GQ602_004613"
3704456,3704765,"Ophcf2|04614","GQ602_004614"
3705636,3708616,"Ophcf2|04615","GQ602_004615"
3713431,3714952,"Ophcf2|04616","GQ602_004616"
3716203,3718476,"Ophcf2|04617","GQ602_004617"
3719205,3720901,"Ophcf2|04618","GQ602_004618"
3723248,3724624,"Ophcf2|04619","GQ602_004619"
3726809,3727135,"Ophcf2|04620","GQ602_004620"
3727703,3729533,"Ophcf2|04621","GQ602_004621"
3730665,3731301,"Ophcf2|04622","GQ602_004622"
3731415,3732786,"Ophcf2|04623","GQ602_004623"
3734680,3735218,"Ophcf2|04624","GQ602_004624"
3736978,3738321,"Ophcf2|04625","GQ602_004625"
3738831,3739179,"Ophcf2|04626","GQ602_004626"
3740137,3741783,"Ophcf2|04627","GQ602_004627"
3743567,3745766,"Ophcf2|04628","GQ602_004628"
3746260,3746947,"Ophcf2|04629","GQ602_004629"
3752489,3754266,"Ophcf2|04630","GQ602_004630"
3959,6295,"Ophcf2|04631","GQ602_004631"
14019,14796,"Ophcf2|04632","GQ602_004632"
28102,28536,"Ophcf2|04633","GQ602_004633"
29741,32550,"Ophcf2|04634","GQ602_004634"
68129,71711,"Ophcf2|04635","GQ602_004635"
72456,74824,"Ophcf2|04636","GQ602_004636"
74923,76468,"Ophcf2|04637","GQ602_004637"
76739,77920,"Ophcf2|04638","GQ602_004638"
78468,80086,"Ophcf2|04639","GQ602_004639"
80143,81877,"Ophcf2|04640","GQ602_004640"
82243,83439,"Ophcf2|04641","GQ602_004641"
86209,87098,"Ophcf2|04642","GQ602_004642"
87496,89033,"Ophcf2|04643","GQ602_004643"
90168,91830,"Ophcf2|04644","GQ602_004644"
97824,99858,"Ophcf2|04645","GQ602_004645"
100254,101278,"Ophcf2|04646","GQ602_004646"
101706,103079,"Ophcf2|04647","GQ602_004647"
104406,105650,"Ophcf2|04648","GQ602_004648"
106229,107874,"Ophcf2|04649","GQ602_004649"
110806,111545,"Ophcf2|04650","GQ602_004650"
113865,116071,"Ophcf2|04651","GQ602_004651"
117496,119309,"Ophcf2|04652","GQ602_004652"
125155,125634,"Ophcf2|04653","GQ602_004653"
125797,126256,"Ophcf2|04654","GQ602_004654"
128563,131568,"Ophcf2|04655","GQ602_004655"
131895,133581,"Ophcf2|04656","GQ602_004656"
133836,134816,"Ophcf2|04657","GQ602_004657"
135077,137258,"Ophcf2|04658","GQ602_004658"
138141,139414,"Ophcf2|04659","GQ602_004659"
139820,140310,"Ophcf2|04660","GQ602_004660"
141815,142843,"Ophcf2|04661","GQ602_004661"
148406,148754,"Ophcf2|04662","GQ602_004662"
149339,151055,"Ophcf2|04663","GQ602_004663"
151457,157973,"Ophcf2|04664","GQ602_004664"
158714,159136,"Ophcf2|04665","GQ602_004665"
159588,160187,"Ophcf2|04666","GQ602_004666"
160633,161966,"Ophcf2|04667","GQ602_004667"
163417,165788,"Ophcf2|04668","GQ602_004668"
166245,167150,"Ophcf2|04669","GQ602_004669"
168121,169217,"Ophcf2|04670","GQ602_004670"
169824,170991,"Ophcf2|04671","GQ602_004671"
171310,172533,"Ophcf2|04672","GQ602_004672"
173449,177092,"Ophcf2|04673","GQ602_004673"
178543,182756,"Ophcf2|04674","GQ602_004674"
183350,184001,"Ophcf2|04675","GQ602_004675"
184678,184979,"Ophcf2|04676","GQ602_004676"
185312,185953,"Ophcf2|04677","GQ602_004677"
186259,187297,"Ophcf2|04678","GQ602_004678"
187615,188814,"Ophcf2|04679","GQ602_004679"
189155,189683,"Ophcf2|04680","GQ602_004680"
190846,191918,"Ophcf2|04681","GQ602_004681"
193578,195288,"Ophcf2|04682","GQ602_004682"
195531,198255,"Ophcf2|04683","GQ602_004683"
198905,201305,"Ophcf2|04684","GQ602_004684"
202232,204074,"Ophcf2|04685","GQ602_004685"
208537,209957,"Ophcf2|04686","GQ602_004686"
211782,213380,"Ophcf2|04687","GQ602_004687"
215438,217011,"Ophcf2|04688","GQ602_004688"
217487,218648,"Ophcf2|04689","GQ602_004689"
219292,223178,"Ophcf2|04690","GQ602_004690"
224742,225462,"Ophcf2|04691","GQ602_004691"
226976,227896,"Ophcf2|04692","GQ602_004692"
228519,231408,"Ophcf2|04693","GQ602_004693"
232253,235132,"Ophcf2|04694","GQ602_004694"
235947,236547,"Ophcf2|04695","GQ602_004695"
237441,239127,"Ophcf2|04696","GQ602_004696"
240574,241367,"Ophcf2|04697","GQ602_004697"
242174,245736,"Ophcf2|04698","GQ602_004698"
246303,247811,"Ophcf2|04699","GQ602_004699"
247915,249153,"Ophcf2|04700","GQ602_004700"
249883,250816,"Ophcf2|04701","GQ602_004701"
252234,255644,"Ophcf2|04702","GQ602_004702"
257037,258613,"Ophcf2|04703","GQ602_004703"
258991,260695,"Ophcf2|04704","GQ602_004704"
261605,265595,"Ophcf2|04705","GQ602_004705"
362725,364558,"Ophcf2|04706","GQ602_004706"
365761,367403,"Ophcf2|04707","GQ602_004707"
407267,408561,"Ophcf2|04708","GQ602_004708"
409270,413355,"Ophcf2|04709","GQ602_004709"
444479,444887,"Ophcf2|04710","GQ602_004710"
445181,446135,"Ophcf2|04711","GQ602_004711"
446692,448414,"Ophcf2|04712","GQ602_004712"
458191,459143,"Ophcf2|04713","GQ602_004713"
558626,559079,"Ophcf2|04714","GQ602_004714"
563619,564383,"Ophcf2|04715","GQ602_004715"
564843,567888,"Ophcf2|04716","GQ602_004716"
568326,569328,"Ophcf2|04717","GQ602_004717"
635579,636697,"Ophcf2|04718","GQ602_004718"
678031,679300,"Ophcf2|04719","GQ602_004719"
835744,836618,"Ophcf2|04720","GQ602_004720"
837370,838514,"Ophcf2|04721","GQ602_004721"
904533,905036,"Ophcf2|04722","GQ602_004722"
928731,930134,"Ophcf2|04723","GQ602_004723"
988595,989978,"Ophcf2|04724","GQ602_004724"
1016218,1017093,"Ophcf2|04725","GQ602_004725"
1025751,1026172,"Ophcf2|04726","GQ602_004726"
1095071,1095808,"Ophcf2|04727","GQ602_004727"
1097941,1099476,"Ophcf2|04728","GQ602_004728"
1100245,1100988,"Ophcf2|04729","GQ602_004729"
1105579,1106816,"Ophcf2|04730","GQ602_004730"
1232699,1233279,"Ophcf2|04731","GQ602_004731"
1244940,1245530,"Ophcf2|04732","GQ602_004732"
1252273,1252713,"Ophcf2|04733","GQ602_004733"
1252804,1254698,"Ophcf2|04734","GQ602_004734"
1278943,1282563,"Ophcf2|04735","GQ602_004735"
1283001,1283461,"Ophcf2|04736","GQ602_004736"
1339368,1341280,"Ophcf2|04737","GQ602_004737"
1372126,1373690,"Ophcf2|04738","GQ602_004738"
1373971,1375297,"Ophcf2|04739","GQ602_004739"
1411825,1415136,"Ophcf2|04740","GQ602_004740"
1416078,1417493,"Ophcf2|04741","GQ602_004741"
1417887,1418795,"Ophcf2|04742","GQ602_004742"
1457362,1458288,"Ophcf2|04743","GQ602_004743"
1458411,1461031,"Ophcf2|04744","GQ602_004744"
1461687,1464335,"Ophcf2|04745","GQ602_004745"
1464752,1466176,"Ophcf2|04746","GQ602_004746"
1488202,1489476,"Ophcf2|04747","GQ602_004747"
1490802,1491038,"Ophcf2|04748","GQ602_004748"
1491871,1493135,"Ophcf2|04749","GQ602_004749"
1494307,1497831,"Ophcf2|04750","GQ602_004750"
1499531,1500415,"Ophcf2|04751","GQ602_004751"
1501561,1502953,"Ophcf2|04752","GQ602_004752"
1505359,1506461,"Ophcf2|04753","GQ602_004753"
1509143,1509741,"Ophcf2|04754","GQ602_004754"
1511028,1514478,"Ophcf2|04755","GQ602_004755"
1515675,1517029,"Ophcf2|04756","GQ602_004756"
1517579,1518265,"Ophcf2|04757","GQ602_004757"
1518534,1519263,"Ophcf2|04758","GQ602_004758"
1519440,1520426,"Ophcf2|04759","GQ602_004759"
1520533,1521194,"Ophcf2|04760","GQ602_004760"
1521747,1524437,"Ophcf2|04761","GQ602_004761"
1525938,1526430,"Ophcf2|04762","GQ602_004762"
1527292,1528277,"Ophcf2|04763","GQ602_004763"
1528626,1533577,"Ophcf2|04764","GQ602_004764"
1533659,1535787,"Ophcf2|04765","GQ602_004765"
1539070,1540204,"Ophcf2|04766","GQ602_004766"
1541556,1542950,"Ophcf2|04767","GQ602_004767"
1543124,1544465,"Ophcf2|04768","GQ602_004768"
1544546,1545663,"Ophcf2|04769","GQ602_004769"
1546753,1549856,"Ophcf2|04770","GQ602_004770"
1550403,1551286,"Ophcf2|04771","GQ602_004771"
1552254,1553569,"Ophcf2|04772","GQ602_004772"
1553724,1556607,"Ophcf2|04773","GQ602_004773"
1557157,1558919,"Ophcf2|04774","GQ602_004774"
1560387,1563193,"Ophcf2|04775","GQ602_004775"
1565069,1565740,"Ophcf2|04776","GQ602_004776"
