"start","end","attributes_robin","attributes_ncbi"
116,1058,"Ophio5|1","XA68_10000"
17555,20542,"Ophio5|4231","XA68_14210"
1316,2501,"Ophio5|4232","XA68_14211"
3425,5500,"Ophio5|4233","XA68_14212"
6376,7359,"Ophio5|4234","XA68_14213"
7947,9172,"Ophio5|4235","XA68_14214"
9445,11146,"Ophio5|4236","XA68_14215"
15815,17714,"Ophio5|4237","XA68_14216"
17964,19018,"Ophio5|4238","XA68_14217"
19393,20079,"Ophio5|4239","XA68_14218"
20129,21192,"Ophio5|4240","XA68_14219"
283,999,"Ophio5|4241","XA68_14220"
2020,4701,"Ophio5|4242","XA68_14221"
10210,10561,"Ophio5|4243","XA68_14222"
12235,13077,"Ophio5|4244","XA68_14223"
14130,15307,"Ophio5|4245","XA68_14224"
15421,16095,"Ophio5|4246","XA68_14225"
20929,21150,"Ophio5|4247","XA68_14226"
21732,22427,"Ophio5|4248","XA68_14227"
978,1820,"Ophio5|4249","XA68_14228"
5243,8238,"Ophio5|4250","XA68_14229"
8762,10479,"Ophio5|4251","XA68_14230"
10748,11476,"Ophio5|4252","XA68_14231"
11976,14164,"Ophio5|4253","XA68_14232"
14901,16295,"Ophio5|4254","XA68_14233"
16478,17457,"Ophio5|4255","XA68_14234"
19227,20225,"Ophio5|4256","XA68_14235"
88,5029,"Ophio5|4257","XA68_14236"
5374,6468,"Ophio5|4258","XA68_14237"
6740,9532,"Ophio5|4259","XA68_14238"
11774,12941,"Ophio5|4260","XA68_14239"
13767,15317,"Ophio5|4261","XA68_14240"
15580,17048,"Ophio5|4262","XA68_14241"
17606,18306,"Ophio5|4263","XA68_14242"
18743,20602,"Ophio5|4264","XA68_14243"
21210,21944,"Ophio5|4265","XA68_14244"
380,1630,"Ophio5|4266",NA
2474,3909,"Ophio5|4267",NA
4764,5898,"Ophio5|4268",NA
8391,9866,"Ophio5|4269",NA
9894,11701,"Ophio5|4270",NA
12022,12562,"Ophio5|4271",NA
12911,13952,"Ophio5|4272",NA
13965,14252,"Ophio5|4273",NA
14389,15426,"Ophio5|4274",NA
15918,18785,"Ophio5|4275",NA
18958,19245,"Ophio5|4276",NA
19922,22076,"Ophio5|4277",NA
811,2201,"Ophio5|4278","XA68_14257"
2764,3036,"Ophio5|4279","XA68_14258"
8900,9490,"Ophio5|4280","XA68_14259"
10594,11588,"Ophio5|4281","XA68_14260"
11781,15290,"Ophio5|4282","XA68_14261"
16831,19530,"Ophio5|4283","XA68_14262"
770,2656,"Ophio5|4284","XA68_14263"
3299,4504,"Ophio5|4285","XA68_14264"
4964,6967,"Ophio5|4286","XA68_14265"
7161,10509,"Ophio5|4287","XA68_14266"
11452,13839,"Ophio5|4288","XA68_14267"
14483,16114,"Ophio5|4289","XA68_14268"
16660,19270,"Ophio5|4290","XA68_14269"
269,3009,"Ophio5|4291","XA68_14270"
4006,5265,"Ophio5|4292","XA68_14271"
5500,8945,"Ophio5|4293","XA68_14272"
9208,11144,"Ophio5|4294","XA68_14273"
11616,13112,"Ophio5|4295","XA68_14274"
13893,16081,"Ophio5|4296","XA68_14275"
16905,20220,"Ophio5|4297","XA68_14276"
21551,21883,"Ophio5|4298","XA68_14277"
24337,25400,"Ophio5|4299","XA68_14278"
26473,26730,"Ophio5|4300","XA68_14279"
27604,29929,"Ophio5|4301","XA68_14280"
35438,35930,"Ophio5|4302","XA68_14281"
37580,38242,"Ophio5|4303","XA68_14282"
38760,42257,"Ophio5|4304","XA68_14283"
42719,45474,"Ophio5|4305","XA68_14284"
46666,48692,"Ophio5|4306","XA68_14285"
49716,51908,"Ophio5|4307","XA68_14286"
57236,57649,"Ophio5|4308","XA68_14287"
58696,60786,"Ophio5|4309","XA68_14288"
61218,61697,"Ophio5|4310","XA68_14289"
62466,65177,"Ophio5|4311","XA68_14290"
65857,69927,"Ophio5|4312","XA68_14291"
207,1773,"Ophio5|4313","XA68_14292"
2689,5321,"Ophio5|4314","XA68_14293"
6183,6533,"Ophio5|4315","XA68_14294"
7097,9177,"Ophio5|4316","XA68_14295"
9816,11563,"Ophio5|4317","XA68_14296"
12067,13658,"Ophio5|4318","XA68_14297"
14381,14808,"Ophio5|4319","XA68_14298"
15283,15528,"Ophio5|4320","XA68_14299"
17380,18104,"Ophio5|4321","XA68_14300"
18669,19359,"Ophio5|4322","XA68_14301"
20182,21381,"Ophio5|4323","XA68_14302"
1561,6493,"Ophio5|4324","XA68_14303"
8905,9314,"Ophio5|4325","XA68_14304"
10164,13673,"Ophio5|4326","XA68_14305"
15526,19234,"Ophio5|4327","XA68_14306"
20236,21802,"Ophio5|4328","XA68_14307"
646,2507,"Ophio5|4329","XA68_14308"
3087,4394,"Ophio5|4330","XA68_14309"
4990,5897,"Ophio5|4331","XA68_14310"
6298,8139,"Ophio5|4332","XA68_14311"
9012,11106,"Ophio5|4333","XA68_14312"
12992,16312,"Ophio5|4334","XA68_14313"
17814,18628,"Ophio5|4335","XA68_14314"
20889,22130,"Ophio5|4336","XA68_14315"
424,1051,"Ophio5|4337","XA68_14316"
1893,5231,"Ophio5|4338","XA68_14317"
5850,6495,"Ophio5|4339","XA68_14318"
7284,9530,"Ophio5|4340","XA68_14319"
10364,11437,"Ophio5|4341","XA68_14320"
11783,12064,"Ophio5|4342","XA68_14321"
13214,13810,"Ophio5|4343","XA68_14322"
15761,17188,"Ophio5|4344","XA68_14323"
19661,20698,"Ophio5|4345","XA68_14324"
19835,20797,"Ophio5|4346",NA
21156,21604,"Ophio5|4347","XA68_14325"
517,1974,"Ophio5|4348","XA68_14326"
3701,5351,"Ophio5|4349","XA68_14327"
6080,7571,"Ophio5|4350","XA68_14328"
8145,8651,"Ophio5|4351","XA68_14329"
8946,10025,"Ophio5|4352","XA68_14330"
10985,13566,"Ophio5|4353","XA68_14331"
14274,16474,"Ophio5|4354","XA68_14332"
18515,19186,"Ophio5|4355","XA68_14333"
19521,21808,"Ophio5|4356","XA68_14334"
903,2910,"Ophio5|4357","XA68_14335"
3005,3818,"Ophio5|4358","XA68_14336"
5022,5333,"Ophio5|4359","XA68_14337"
5828,6979,"Ophio5|4360","XA68_14338"
7192,8052,"Ophio5|4361","XA68_14339"
10083,11562,"Ophio5|4362","XA68_14340"
12206,13718,"Ophio5|4363","XA68_14341"
14023,18429,"Ophio5|4364","XA68_14342"
18821,21466,"Ophio5|4365","XA68_14343"
605,2897,"Ophio5|4366","XA68_14344"
4146,5962,"Ophio5|4367","XA68_14345"
10016,11305,"Ophio5|4368","XA68_14346"
14137,15799,"Ophio5|4369","XA68_14347"
17521,18442,"Ophio5|4370","XA68_14348"
19123,19798,"Ophio5|4371","XA68_14349"
682,3614,"Ophio5|4372","XA68_14350"
3725,5782,"Ophio5|4373","XA68_14351"
5978,8705,"Ophio5|4374","XA68_14352"
9022,10130,"Ophio5|4375","XA68_14353"
10216,11321,"Ophio5|4376","XA68_14354"
11660,13382,"Ophio5|4377","XA68_14355"
19269,21059,"Ophio5|4378","XA68_14356"
21277,21623,"Ophio5|4379","XA68_14357"
76,730,"Ophio5|4380","XA68_14358"
1093,2448,"Ophio5|4381","XA68_14359"
4645,7377,"Ophio5|4382","XA68_14360"
7514,8382,"Ophio5|4383","XA68_14361"
8777,9692,"Ophio5|4384","XA68_14362"
10845,11572,"Ophio5|4385","XA68_14363"
12319,12755,"Ophio5|4386","XA68_14364"
13940,17615,"Ophio5|4387","XA68_14365"
19112,21339,"Ophio5|4388","XA68_14366"
363,6257,"Ophio5|4389","XA68_14367"
6687,8453,"Ophio5|4390","XA68_14368"
8679,9191,"Ophio5|4391","XA68_14369"
10714,14660,"Ophio5|4392","XA68_14370"
16218,19738,"Ophio5|4393","XA68_14371"
20176,21408,"Ophio5|4394","XA68_14372"
173,1292,"Ophio5|4395","XA68_14373"
2286,3266,"Ophio5|4396","XA68_14374"
4085,5821,"Ophio5|4397","XA68_14375"
7212,7727,"Ophio5|4398","XA68_14376"
7730,8577,"Ophio5|4399","XA68_14377"
9211,10281,"Ophio5|4400","XA68_14378"
10524,12194,"Ophio5|4401","XA68_14379"
12271,13770,"Ophio5|4402","XA68_14380"
14021,14767,"Ophio5|4403","XA68_14381"
15264,15718,"Ophio5|4404","XA68_14382"
16047,17189,"Ophio5|4405","XA68_14383"
17925,18771,"Ophio5|4406","XA68_14384"
21618,22774,"Ophio5|4407","XA68_14385"
24026,27493,"Ophio5|4408","XA68_14386"
27910,29988,"Ophio5|4409","XA68_14387"
31312,32441,"Ophio5|4410","XA68_14388"
33313,34327,"Ophio5|4411","XA68_14389"
34874,36667,"Ophio5|4412","XA68_14390"
37517,38459,"Ophio5|4413","XA68_14391"
38702,39787,"Ophio5|4414","XA68_14392"
40251,40840,"Ophio5|4415","XA68_14393"
41150,42211,"Ophio5|4416","XA68_14394"
42514,44481,"Ophio5|4417","XA68_14395"
45571,46198,"Ophio5|4418","XA68_14396"
47459,48124,"Ophio5|4419","XA68_14397"
48977,49994,"Ophio5|4420","XA68_14398"
50666,51840,"Ophio5|4421","XA68_14399"
51930,52319,"Ophio5|4422","XA68_14400"
52348,58559,"Ophio5|4423","XA68_14401"
58899,60209,"Ophio5|4424","XA68_14402"
60536,61309,"Ophio5|4425","XA68_14403"
62844,66158,"Ophio5|4426","XA68_14404"
68553,70158,"Ophio5|4427","XA68_14405"
124,2718,"Ophio5|4428","XA68_14406"
3557,4326,"Ophio5|4429","XA68_14407"
5107,6427,"Ophio5|4430","XA68_14408"
7066,8341,"Ophio5|4431","XA68_14409"
8354,8993,"Ophio5|4432","XA68_14410"
9265,10877,"Ophio5|4433","XA68_14411"
11696,13572,"Ophio5|4434","XA68_14412"
15025,18695,"Ophio5|4435","XA68_14413"
18738,19016,"Ophio5|4436","XA68_14414"
20268,21932,"Ophio5|4437","XA68_14415"
235,3006,"Ophio5|4438","XA68_14416"
4314,5011,"Ophio5|4439","XA68_14417"
6186,8866,"Ophio5|4440","XA68_14418"
10378,11298,"Ophio5|4441","XA68_14419"
11780,15123,"Ophio5|4442","XA68_14420"
15569,16525,"Ophio5|4443","XA68_14421"
18044,19418,"Ophio5|4444","XA68_14422"
239,943,"Ophio5|4445","XA68_14423"
2297,3310,"Ophio5|4446","XA68_14424"
5883,6254,"Ophio5|4447","XA68_14425"
6260,9589,"Ophio5|4448","XA68_14426"
10278,13200,"Ophio5|4449","XA68_14427"
13275,14147,"Ophio5|4450","XA68_14428"
14394,16458,"Ophio5|4451","XA68_14429"
17964,21458,"Ophio5|4452","XA68_14430"
1629,2240,"Ophio5|4453","XA68_14431"
2910,4649,"Ophio5|4454","XA68_14432"
5274,6705,"Ophio5|4455","XA68_14433"
7208,9190,"Ophio5|4456","XA68_14434"
9453,10955,"Ophio5|4457","XA68_14435"
11404,12681,"Ophio5|4458","XA68_14436"
14334,15950,"Ophio5|4459","XA68_14437"
1480,3141,"Ophio5|4460","XA68_14438"
4158,4952,"Ophio5|4461","XA68_14439"
5971,7344,"Ophio5|4462","XA68_14440"
8158,9957,"Ophio5|4463","XA68_14441"
11588,14056,"Ophio5|4464","XA68_14442"
14426,15934,"Ophio5|4465","XA68_14443"
17507,18486,"Ophio5|4466","XA68_14444"
18559,19780,"Ophio5|4467","XA68_14445"
20821,21785,"Ophio5|4468","XA68_14446"
1194,3101,"Ophio5|4469","XA68_14447"
3824,4412,"Ophio5|4470","XA68_14448"
5254,5949,"Ophio5|4471","XA68_14449"
6417,7109,"Ophio5|4472","XA68_14450"
7704,10345,"Ophio5|4473","XA68_14451"
12054,13572,"Ophio5|4474","XA68_14452"
14980,15601,"Ophio5|4475","XA68_14453"
15980,16342,"Ophio5|4476","XA68_14454"
17248,17940,"Ophio5|4477","XA68_14455"
18316,21287,"Ophio5|4478","XA68_14456"
414,1472,"Ophio5|4479","XA68_14457"
1805,2267,"Ophio5|4480","XA68_14458"
2374,2834,"Ophio5|4481","XA68_14459"
3517,4650,"Ophio5|4482","XA68_14460"
5105,5539,"Ophio5|4483","XA68_14461"
6350,7473,"Ophio5|4484","XA68_14462"
8637,10726,"Ophio5|4485","XA68_14463"
11123,12175,"Ophio5|4486","XA68_14464"
12494,13013,"Ophio5|4487","XA68_14465"
14447,14964,"Ophio5|4488","XA68_14466"
15011,15247,"Ophio5|4489","XA68_14467"
15264,17360,"Ophio5|4490","XA68_14468"
18852,20127,"Ophio5|4491","XA68_14469"
368,1510,"Ophio5|4492","XA68_14470"
1898,2508,"Ophio5|4493","XA68_14471"
2816,4517,"Ophio5|4494","XA68_14472"
5409,6633,"Ophio5|4495","XA68_14473"
7310,8644,"Ophio5|4496","XA68_14474"
8833,10057,"Ophio5|4497","XA68_14475"
10365,11645,"Ophio5|4498","XA68_14476"
12871,15956,"Ophio5|4499","XA68_14477"
16222,16722,"Ophio5|4500","XA68_14478"
16791,17207,"Ophio5|4501","XA68_14479"
17404,18940,"Ophio5|4502","XA68_14480"
19195,20909,"Ophio5|4503","XA68_14481"
538,2194,"Ophio5|4504","XA68_14482"
2315,3428,"Ophio5|4505","XA68_14483"
6640,9005,"Ophio5|4506","XA68_14484"
11105,12403,"Ophio5|4507","XA68_14485"
12560,15651,"Ophio5|4508","XA68_14486"
17186,19071,"Ophio5|4509","XA68_14487"
19812,20424,"Ophio5|4510","XA68_14488"
362,3358,"Ophio5|4511","XA68_14489"
3707,5328,"Ophio5|4512","XA68_14490"
6438,9347,"Ophio5|4513","XA68_14491"
10265,11326,"Ophio5|4514","XA68_14492"
12681,13322,"Ophio5|4515","XA68_14493"
14786,16393,"Ophio5|4516","XA68_14494"
17971,18472,"Ophio5|4517","XA68_14495"
18858,20149,"Ophio5|4518","XA68_14496"
1542,4912,"Ophio5|4519","XA68_14497"
7625,15741,"Ophio5|4520","XA68_14498"
16471,17353,"Ophio5|4521","XA68_14499"
17391,19427,"Ophio5|4522","XA68_14500"
19896,21635,"Ophio5|4523","XA68_14501"
22439,24250,"Ophio5|4524","XA68_14502"
24411,26069,"Ophio5|4525","XA68_14503"
26691,28144,"Ophio5|4526","XA68_14504"
29258,30510,"Ophio5|4527","XA68_14505"
33472,36399,"Ophio5|4528","XA68_14506"
36830,38311,"Ophio5|4529","XA68_14507"
38677,38956,"Ophio5|4530","XA68_14508"
39092,39472,"Ophio5|4531","XA68_14509"
39870,40306,"Ophio5|4532","XA68_14510"
41492,42653,"Ophio5|4533","XA68_14511"
43701,44904,"Ophio5|4534","XA68_14512"
45247,46151,"Ophio5|4535","XA68_14513"
46735,48910,"Ophio5|4536","XA68_14514"
49744,51896,"Ophio5|4537","XA68_14515"
52611,53870,"Ophio5|4538","XA68_14516"
54005,55048,"Ophio5|4539","XA68_14517"
55791,57478,"Ophio5|4540","XA68_14518"
58019,63702,"Ophio5|4541","XA68_14519"
65255,67551,"Ophio5|4542","XA68_14520"
594,3223,"Ophio5|4543","XA68_14521"
3416,4069,"Ophio5|4544","XA68_14522"
4468,5921,"Ophio5|4545","XA68_14523"
6017,7559,"Ophio5|4546","XA68_14524"
9261,11039,"Ophio5|4547","XA68_14525"
11476,13784,"Ophio5|4548","XA68_14526"
14006,17518,"Ophio5|4549","XA68_14527"
17691,21104,"Ophio5|4550","XA68_14528"
5530,7011,"Ophio5|4551","XA68_14529"
8826,9908,"Ophio5|4552","XA68_14530"
10343,12515,"Ophio5|4553","XA68_14531"
13411,14325,"Ophio5|4554","XA68_14532"
15007,19159,"Ophio5|4555","XA68_14533"
19746,21074,"Ophio5|4556","XA68_14534"
1204,1856,"Ophio5|4557","XA68_14535"
4709,11209,"Ophio5|4558","XA68_14536"
11442,16536,"Ophio5|4559","XA68_14537"
17875,18232,"Ophio5|4560","XA68_14538"
274,608,"Ophio5|4561","XA68_14539"
3456,5039,"Ophio5|4562","XA68_14540"
5052,7119,"Ophio5|4563","XA68_14541"
8939,11108,"Ophio5|4564","XA68_14542"
11863,12943,"Ophio5|4565","XA68_14543"
13390,13650,"Ophio5|4566","XA68_14544"
15415,16839,"Ophio5|4567","XA68_14545"
17560,21027,"Ophio5|4568","XA68_14546"
1997,2321,"Ophio5|4569","XA68_14547"
3558,4578,"Ophio5|4570","XA68_14548"
5287,6854,"Ophio5|4571","XA68_14549"
9800,13177,"Ophio5|4572","XA68_14550"
15428,18108,"Ophio5|4573","XA68_14551"
18963,20018,"Ophio5|4574","XA68_14552"
20394,21127,"Ophio5|4575","XA68_14553"
320,1967,"Ophio5|4576","XA68_14554"
2513,3970,"Ophio5|4577","XA68_14555"
4255,6915,"Ophio5|4578","XA68_14556"
7838,8665,"Ophio5|4579","XA68_14557"
8845,9510,"Ophio5|4580","XA68_14558"
10447,11570,"Ophio5|4581","XA68_14559"
13529,13904,"Ophio5|4582","XA68_14560"
14015,15208,"Ophio5|4583","XA68_14561"
15524,16222,"Ophio5|4584","XA68_14562"
16309,16616,"Ophio5|4585","XA68_14563"
16705,17328,"Ophio5|4586","XA68_14564"
17425,17936,"Ophio5|4587","XA68_14565"
19582,20949,"Ophio5|4588","XA68_14566"
74,418,"Ophio5|4589","XA68_14567"
944,2038,"Ophio5|4590","XA68_14568"
3225,3875,"Ophio5|4591","XA68_14569"
4201,4461,"Ophio5|4592","XA68_14570"
4718,5213,"Ophio5|4593","XA68_14571"
9040,11880,"Ophio5|4594","XA68_14572"
12380,13309,"Ophio5|4595","XA68_14573"
13719,14637,"Ophio5|4596","XA68_14574"
14874,15682,"Ophio5|4597","XA68_14575"
15954,17761,"Ophio5|4598","XA68_14576"
18676,20578,"Ophio5|4599","XA68_14577"
133,3725,"Ophio5|4600","XA68_14578"
4507,5463,"Ophio5|4601","XA68_14579"
5797,6358,"Ophio5|4602","XA68_14580"
6928,8319,"Ophio5|4603","XA68_14581"
8515,9846,"Ophio5|4604","XA68_14582"
11702,13133,"Ophio5|4605","XA68_14583"
14512,15164,"Ophio5|4606","XA68_14584"
15350,15819,"Ophio5|4607","XA68_14585"
16625,19875,"Ophio5|4608","XA68_14586"
20247,21017,"Ophio5|4609","XA68_14587"
9,257,"Ophio5|4610",NA
3168,3441,"Ophio5|4611",NA
3551,5056,"Ophio5|4612",NA
5540,6787,"Ophio5|4613",NA
7017,8681,"Ophio5|4614",NA
12992,13763,"Ophio5|4615",NA
14418,16295,"Ophio5|4616",NA
16582,17548,"Ophio5|4617",NA
17600,19964,"Ophio5|4618",NA
1181,2380,"Ophio5|4619","XA68_14596"
3414,5059,"Ophio5|4620","XA68_14597"
5645,7285,"Ophio5|4621","XA68_14598"
8030,10347,"Ophio5|4622","XA68_14599"
11247,11820,"Ophio5|4623","XA68_14600"
12148,14166,"Ophio5|4624","XA68_14601"
15066,16757,"Ophio5|4625","XA68_14602"
17258,17739,"Ophio5|4626","XA68_14603"
8879,10947,"Ophio5|4627","XA68_14604"
11215,11949,"Ophio5|4628","XA68_14605"
12203,13674,"Ophio5|4629","XA68_14606"
14682,15682,"Ophio5|4630","XA68_14607"
16153,17737,"Ophio5|4631","XA68_14608"
19369,20244,"Ophio5|4632","XA68_14609"
20688,22074,"Ophio5|4633","XA68_14610"
23816,24676,"Ophio5|4634","XA68_14611"
25626,26003,"Ophio5|4635","XA68_14612"
26292,26864,"Ophio5|4636","XA68_14613"
27187,34307,"Ophio5|4637","XA68_14614"
35718,36323,"Ophio5|4638","XA68_14615"
36560,39497,"Ophio5|4639","XA68_14616"
40353,42393,"Ophio5|4640","XA68_14617"
42606,45984,"Ophio5|4641","XA68_14618"
46618,47291,"Ophio5|4642","XA68_14619"
48953,50376,"Ophio5|4643","XA68_14620"
52148,54014,"Ophio5|4644","XA68_14621"
54758,56040,"Ophio5|4645","XA68_14622"
56464,59453,"Ophio5|4646","XA68_14623"
60226,66971,"Ophio5|4647","XA68_14624"
291,512,"Ophio5|4648","XA68_14625"
2813,3449,"Ophio5|4649","XA68_14626"
3764,4058,"Ophio5|4650","XA68_14627"
4260,4702,"Ophio5|4651","XA68_14628"
5062,5689,"Ophio5|4652","XA68_14629"
5864,6982,"Ophio5|4653","XA68_14630"
7219,7907,"Ophio5|4654","XA68_14631"
8283,9169,"Ophio5|4655","XA68_14632"
9317,9630,"Ophio5|4656","XA68_14633"
9894,12156,"Ophio5|4657","XA68_14634"
12310,12713,"Ophio5|4658","XA68_14635"
12961,13820,"Ophio5|4659","XA68_14636"
14515,15354,"Ophio5|4660","XA68_14637"
16799,17269,"Ophio5|4661","XA68_14638"
458,1318,"Ophio5|4662","XA68_14639"
1938,2200,"Ophio5|4663","XA68_14640"
3744,9010,"Ophio5|4664","XA68_14641"
9711,10979,"Ophio5|4665","XA68_14642"
11171,13064,"Ophio5|4666","XA68_14643"
14124,15180,"Ophio5|4667","XA68_14644"
16102,17624,"Ophio5|4668","XA68_14645"
18107,18664,"Ophio5|4669","XA68_14646"
18872,20274,"Ophio5|4670","XA68_14647"
241,969,"Ophio5|4671","XA68_14648"
1121,2953,"Ophio5|4672","XA68_14649"
3174,7262,"Ophio5|4673","XA68_14650"
7845,9221,"Ophio5|4674","XA68_14651"
9752,12148,"Ophio5|4675","XA68_14652"
13594,14793,"Ophio5|4676","XA68_14653"
15102,16349,"Ophio5|4677","XA68_14654"
16855,17835,"Ophio5|4678","XA68_14655"
18162,19275,"Ophio5|4679","XA68_14656"
19503,20212,"Ophio5|4680","XA68_14657"
979,2349,"Ophio5|4681","XA68_14658"
3355,6738,"Ophio5|4682","XA68_14659"
7436,8394,"Ophio5|4683","XA68_14660"
8890,9822,"Ophio5|4684","XA68_14661"
10344,11649,"Ophio5|4685","XA68_14662"
12188,13349,"Ophio5|4686","XA68_14663"
16183,18678,"Ophio5|4687","XA68_14664"
18756,19913,"Ophio5|4688","XA68_14665"
22,1270,"Ophio5|4689","XA68_14666"
1464,2032,"Ophio5|4690","XA68_14667"
3588,4805,"Ophio5|4691","XA68_14668"
4953,6173,"Ophio5|4692","XA68_14669"
6682,7754,"Ophio5|4693","XA68_14670"
8803,15009,"Ophio5|4694","XA68_14671"
15689,17913,"Ophio5|4695","XA68_14672"
18345,18656,"Ophio5|4696","XA68_14673"
19295,19911,"Ophio5|4697","XA68_14674"
734,2567,"Ophio5|4698","XA68_14675"
7257,11153,"Ophio5|4699","XA68_14676"
11842,12875,"Ophio5|4700","XA68_14677"
13463,14137,"Ophio5|4701","XA68_14678"
14222,14602,"Ophio5|4702","XA68_14679"
16834,17922,"Ophio5|4703","XA68_14680"
18509,20202,"Ophio5|4704","XA68_14681"
95,7270,"Ophio5|4705","XA68_14682"
7863,11412,"Ophio5|4706","XA68_14683"
12461,14475,"Ophio5|4707","XA68_14684"
14611,15125,"Ophio5|4708","XA68_14685"
15155,15508,"Ophio5|4709","XA68_14686"
15986,17170,"Ophio5|4710","XA68_14687"
18342,19650,"Ophio5|4711","XA68_14688"
252,614,"Ophio5|4712","XA68_14689"
732,2035,"Ophio5|4713","XA68_14690"
2673,5052,"Ophio5|4714","XA68_14691"
5087,5478,"Ophio5|4715","XA68_14692"
5968,6478,"Ophio5|4716","XA68_14693"
7085,7560,"Ophio5|4717","XA68_14694"
7966,9227,"Ophio5|4718","XA68_14695"
10077,10895,"Ophio5|4719","XA68_14696"
11319,11907,"Ophio5|4720","XA68_14697"
13652,20377,"Ophio5|4721","XA68_14698"
649,1966,"Ophio5|4722","XA68_14699"
3386,5166,"Ophio5|4723","XA68_14700"
5743,7216,"Ophio5|4724","XA68_14701"
7921,8647,"Ophio5|4725","XA68_14702"
9052,9483,"Ophio5|4726","XA68_14703"
9662,10249,"Ophio5|4727","XA68_14704"
12647,17862,"Ophio5|4728","XA68_14705"
18645,19378,"Ophio5|4729","XA68_14706"
226,1421,"Ophio5|4730","XA68_14707"
2285,5461,"Ophio5|4731","XA68_14708"
6069,7167,"Ophio5|4732","XA68_14709"
7390,10957,"Ophio5|4733","XA68_14710"
11457,13623,"Ophio5|4734","XA68_14711"
14377,14960,"Ophio5|4735","XA68_14712"
15999,17584,"Ophio5|4736","XA68_14713"
18227,19594,"Ophio5|4737","XA68_14714"
3698,4266,"Ophio5|4738","XA68_14715"
5198,7939,"Ophio5|4739","XA68_14716"
9396,10395,"Ophio5|4740","XA68_14717"
12087,13572,"Ophio5|4741","XA68_14718"
15162,16053,"Ophio5|4742","XA68_14719"
16651,17330,"Ophio5|4743","XA68_14720"
19498,20572,"Ophio5|4744","XA68_14721"
22112,22927,"Ophio5|4745","XA68_14722"
24562,27164,"Ophio5|4746","XA68_14723"
27485,28621,"Ophio5|4747","XA68_14724"
42225,42890,"Ophio5|4748","XA68_14725"
44745,46108,"Ophio5|4749","XA68_14726"
46450,47701,"Ophio5|4750","XA68_14727"
48093,48494,"Ophio5|4751","XA68_14728"
48635,49574,"Ophio5|4752","XA68_14729"
51578,54950,"Ophio5|4753","XA68_14730"
55417,57174,"Ophio5|4754","XA68_14731"
57869,58835,"Ophio5|4755","XA68_14732"
59059,60672,"Ophio5|4756","XA68_14733"
61153,62238,"Ophio5|4757","XA68_14734"
62528,62977,"Ophio5|4758","XA68_14735"
63486,65487,"Ophio5|4759","XA68_14736"
65851,66574,"Ophio5|4760","XA68_14737"
813,1871,"Ophio5|4761","XA68_14738"
2102,3165,"Ophio5|4762","XA68_14739"
3497,3874,"Ophio5|4763","XA68_14740"
4059,4551,"Ophio5|4764","XA68_14741"
5871,7426,"Ophio5|4765","XA68_14742"
8724,12057,"Ophio5|4766","XA68_14743"
12316,12589,"Ophio5|4767","XA68_14744"
12609,13338,"Ophio5|4768","XA68_14745"
13588,14304,"Ophio5|4769","XA68_14746"
14898,15653,"Ophio5|4770","XA68_14747"
15827,16820,"Ophio5|4771","XA68_14748"
17560,18319,"Ophio5|4772","XA68_14749"
18664,18933,"Ophio5|4773","XA68_14750"
18962,20158,"Ophio5|4774","XA68_14751"
149,3490,"Ophio5|4775","XA68_14752"
6761,8101,"Ophio5|4776","XA68_14753"
8251,8567,"Ophio5|4777","XA68_14754"
8898,12206,"Ophio5|4778","XA68_14755"
13594,14070,"Ophio5|4779","XA68_14756"
14463,14951,"Ophio5|4780",NA
14571,16167,"Ophio5|4781","XA68_14757"
18533,18844,"Ophio5|4782","XA68_14758"
1469,2741,"Ophio5|4783","XA68_14759"
3703,5638,"Ophio5|4784","XA68_14760"
7592,11633,"Ophio5|4785","XA68_14761"
12126,13286,"Ophio5|4786","XA68_14762"
13964,16027,"Ophio5|4787","XA68_14763"
16114,17019,"Ophio5|4788","XA68_14764"
17684,18524,"Ophio5|4789","XA68_14765"
19288,19953,"Ophio5|4790","XA68_14766"
134,3011,"Ophio5|4791","XA68_14767"
5385,8292,"Ophio5|4792","XA68_14768"
9077,11832,"Ophio5|4793","XA68_14769"
12992,14997,"Ophio5|4794","XA68_14770"
16314,17514,"Ophio5|4795","XA68_14771"
17922,19806,"Ophio5|4796","XA68_14772"
738,2409,"Ophio5|4797","XA68_14773"
3002,4646,"Ophio5|4798","XA68_14774"
4920,6852,"Ophio5|4799","XA68_14775"
6925,13236,"Ophio5|4800","XA68_14776"
13832,15775,"Ophio5|4801","XA68_14777"
16225,19204,"Ophio5|4802","XA68_14778"
348,1877,"Ophio5|4803","XA68_14779"
2347,3584,"Ophio5|4804","XA68_14780"
3857,4795,"Ophio5|4805","XA68_14781"
6162,7460,"Ophio5|4806","XA68_14782"
8027,9518,"Ophio5|4807","XA68_14783"
11953,16263,"Ophio5|4808","XA68_14784"
534,764,"Ophio5|4809","XA68_14785"
858,2762,"Ophio5|4810","XA68_14786"
3971,5442,"Ophio5|4811","XA68_14787"
6767,7423,"Ophio5|4812","XA68_14788"
8527,9284,"Ophio5|4813","XA68_14789"
9654,10838,"Ophio5|4814","XA68_14790"
11505,12764,"Ophio5|4815","XA68_14791"
14532,16468,"Ophio5|4816","XA68_14792"
17034,19703,"Ophio5|4817","XA68_14793"
2,1685,"Ophio5|4818","XA68_14794"
